#Frame   SLAHS[native] SLAHS[nonnative] SLAHS[mindist] SLAHS[maxdist]
       1            11                0         3.5345        20.7277
       2             4                6         3.4769        20.4240
       3             4               13         3.3866        17.9798
       4             5                7         3.3936        18.0349
       5             5               11         3.2351        18.8150
       6             0               16         3.0427        15.8327
       7             1               16         3.3002        17.2731
       8             5                7         3.1231        18.3482
       9             1               20         2.8890        18.1228
      10             0               11         3.4554        17.0804
      11             5               12         3.4018        18.3291
      12             5               14         2.9312        19.9638
      13             6                4         3.5908        19.1812
      14             2               28         2.9479        18.4226
      15             1               28         3.1037        17.5822
      16             3               25         2.9293        19.1969
      17             1               17         3.1694        18.0746
      18             1               20         2.8793        16.7437
      19             0               30         3.1318        15.9839
      20             0               36         3.0911        16.7377
      21             0               22         3.4891        17.6993
      22             0               37         2.9454        17.1292
      23             0               42         3.2844        16.6403
      24             0               18         2.9976        17.1540
      25             1               25         3.4979        18.3367
      26             2               12         3.4114        20.2945
      27             1               29         3.1665        18.9768
      28             1               32         3.0805        17.5977
      29             1               35         3.0221        17.9216
      30             1               15         3.5243        18.5391
      31             4               13         3.1748        18.3127
      32             3               28         3.2848        18.8735
      33             5               36         3.1547        18.8520
      34             0               30         3.1012        17.8997
      35             0               23         3.0675        16.9777
      36             0               10         3.2158        17.2101
      37             0               32         3.1937        16.5045
      38             0               37         3.0370        15.7774
      39             0               25         3.1488        16.7960
      40             0               23         3.3268        16.5630
      41             0               16         3.2416        17.0012
      42             0               20         3.3397        16.0332
      43             0               31         3.2367        15.6809
      44             0               30         3.2092        17.5627
      45             0               22         3.3492        16.4036
      46             1               27         3.1104        16.7520
      47             0               26         3.1838        17.0340
      48             1               12         3.1626        17.4757
      49             1               30         3.2776        16.7648
      50             3               31         2.9204        17.1615
      51             0               37         3.0074        15.6737
      52             0               19         3.1376        15.3356
      53             0               24         3.1129        16.8281
      54             1               29         3.1457        15.9518
      55             0               29         3.2106        14.6995
      56             4               26         3.1756        17.0014
      57             3               13         3.1644        16.5340
      58             4               40         3.1790        15.6966
      59             3               30         3.0860        16.0207
      60             2               26         3.0299        16.0994
      61             3               43         3.1994        15.0246
      62             2               40         3.0779        15.3187
      63             2               40         3.1676        15.1178
      64             0               25         3.2129        15.2073
      65             1               28         3.3936        15.7535
      66             4               20         3.0153        15.5502
      67             3               19         2.9813        16.6364
      68             2               18         3.2374        16.4768
      69             4               25         3.2178        17.0440
      70             3               29         3.0293        15.8680
      71             4               20         3.1385        16.2799
      72             3               27         2.8875        16.6627
      73             3               17         3.0728        17.3624
      74             4               29         2.8539        17.5121
      75             5               37         3.0133        17.6185
      76             3               31         2.9007        16.3846
      77             1               28         3.2591        15.9080
      78             2               32         3.0268        15.2876
      79             2               26         2.9156        15.7175
      80             2               22         3.1569        17.6995
      81             4               35         2.9033        16.0519
      82             3               30         2.9476        16.2837
      83             3               37         2.9215        16.4680
      84             2               35         2.8832        16.5311
      85             4               41         2.9510        15.5278
      86             3               34         2.9614        15.9816
      87             1               18         3.2611        15.5216
      88             3               35         2.8623        15.5973
      89             1               16         3.1231        15.9135
      90             3               20         3.2795        16.2459
      91             4               30         3.1567        17.6048
      92             4               26         3.0376        17.1240
      93             4               39         3.0030        17.1396
      94             3               25         3.2139        16.5232
      95             3               39         2.9941        16.4300
      96             3               38         3.2685        16.9934
      97             2               16         3.2394        17.6770
      98             2               26         2.9672        17.0926
      99             2               28         3.2543        16.2244
     100             3               28         3.2960        16.8513
     101             3               22         3.2051        16.3624
     102             1               22         2.9586        15.4072
     103             3               35         3.0128        15.0462
     104             2               28         3.3097        15.6576
     105             2               45         3.0704        16.0235
     106             4               34         3.2212        16.4050
     107             1               22         3.1053        15.9558
     108             1               32         3.2676        16.1942
     109             0               16         3.3678        15.4358
     110             0               17         3.1946        15.8484
     111             0               21         3.0934        15.2796
     112             0               24         3.2899        15.8186
     113             0               27         3.3510        15.1784
     114             0               32         3.1638        16.2247
     115             0               29         2.9560        15.8786
     116             1               32         3.1573        15.9457
     117             1               28         2.9761        15.9605
     118             0               30         3.0243        15.1416
     119             0               16         3.2171        15.8617
     120             0               24         3.2991        16.1931
     121             0               29         3.1621        16.4572
     122             0               42         3.0373        15.7847
     123             3               35         3.0528        15.5667
     124             0               30         3.1571        15.7403
     125             0               22         3.2837        16.4602
     126             0               27         3.3346        16.6439
     127             0               17         3.2272        17.0299
     128             1               22         2.9431        16.9405
     129             0               28         3.1994        16.2120
     130             0               16         3.3625        17.0497
     131             0               39         2.9901        16.1318
     132             1               42         3.0924        16.0964
     133             0               36         3.0180        15.6345
     134             2               36         3.3041        16.1781
     135             1               37         3.2907        15.9750
     136             0               42         3.0730        16.1693
