#Time_ns State SLAHS_mindist_A LVTKL_mindist_A
8.63 D 3.2150 2.9553
8.64 D 3.0372 3.0848
8.65 D 3.5775 3.2320
8.66 D 3.1692 3.0653
8.67 D 3.4803 2.6830
8.68 D 3.4474 2.6554
8.69 D 2.9554 3.0030
8.70 D 3.2195 2.7953
8.71 D 3.4382 2.7793
8.72 D 3.2163 3.2099
8.73 D 3.1476 2.7574
8.74 D 3.1523 3.0398
8.75 D 3.1115 2.7156
8.76 D 3.2093 3.0761
8.77 D 3.4731 2.8220
8.78 D 3.4789 2.8508
8.79 D 3.0334 2.8216
8.80 D 3.1841 2.9075
8.81 D 3.3625 3.1119
8.82 D 3.5419 3.0553
8.83 D 3.4005 2.7788
8.84 D 3.3703 2.9788
8.85 D 3.4929 2.8728
8.86 D 3.1726 2.8011
8.87 D 3.0516 2.8373
8.88 D 3.3909 2.9093
8.89 D 2.9287 2.9319
8.90 D 3.2051 2.8365
8.91 D 3.2761 2.7876
8.92 D 3.4115 3.1630
8.93 D 3.2428 3.0534
8.94 D 2.9542 2.8012
8.95 D 3.1904 2.8283
8.96 D 2.7862 2.9695
8.97 D 2.9348 2.7220
8.98 D 2.8005 2.7980
8.99 D 2.9897 2.8721
9.00 D 3.1781 2.8353
9.01 D 2.8803 2.6745
9.02 D 2.9353 2.7031
9.03 D 3.1312 2.9630
9.04 D 2.8522 2.7054
9.05 D 3.1950 2.8629
9.06 D 2.9084 2.7356
9.07 D 2.9514 2.9287
9.08 D 2.8589 2.9448
9.09 D 2.8592 2.8144
9.10 D 3.3222 2.7708
9.11 D 3.2217 2.9381
9.12 D 2.8285 2.8751
9.13 D 3.4075 2.9707
9.14 D 3.1702 2.8134
9.15 D 2.9988 2.9585
9.16 D 3.5265 2.9659
9.17 D 3.2093 2.8253
9.18 D 3.1722 2.7135
9.19 D 2.9866 2.8533
9.20 D 3.2970 2.8448
9.21 D 3.3586 2.9682
9.22 D 3.1317 2.8778
9.23 D 2.8301 3.1629
9.24 D 3.1332 2.9608
9.25 D 3.3051 2.6953
9.26 D 3.1641 2.7702
9.27 D 3.1322 3.1629
9.28 D 3.4410 2.8675
9.29 D 3.4502 2.8372
9.30 D 3.5459 2.7919
9.31 D 3.4170 2.8653
9.32 D 3.3879 2.8804
9.33 D 3.4249 3.0207
9.34 D 3.3049 2.6142
9.35 D 3.5437 2.8828
9.36 D 3.3112 2.8101
9.37 D 2.9412 2.6806
9.38 D 3.4485 2.8952
9.39 D 3.1453 3.1776
9.40 D 3.4646 2.8980
9.41 D 3.2615 2.8099
9.42 D 3.1061 2.8629
9.43 D 3.2126 2.9198
9.44 D 3.3840 2.7657
9.45 D 3.1159 2.9112
9.46 D 2.8437 2.7246
9.47 D 3.1708 2.8914
9.48 D 3.1920 2.6822
9.49 D 3.3891 2.7987
9.50 D 3.2848 2.8807
9.51 D 3.1900 2.9664
9.52 D 3.3084 2.9162
9.53 D 3.0981 2.7355
9.54 D 3.2752 2.7078
9.55 D 3.2316 2.8423
9.56 D 3.2790 2.8263
9.57 D 3.1501 3.0740
9.58 D 2.9753 2.8996
9.59 D 3.0613 2.8826
9.60 D 3.6001 2.9371
9.61 D 3.3556 2.9082
9.62 D 2.8705 3.0011
9.63 D 3.0840 2.7940
9.64 D 3.2074 3.1108
9.65 D 3.0377 2.7791
9.66 D 3.1901 2.7220
9.67 D 3.0266 2.7334
9.68 D 3.1306 2.8039
9.69 D 3.2848 2.7980
9.70 D 3.2132 2.9302
9.71 D 3.3427 2.8260
9.72 D 3.2284 2.6770
9.73 D 3.1560 2.7528
9.74 D 2.9407 2.9023
9.75 D 3.2622 3.1764
9.76 D 3.1393 2.9619
9.77 D 2.9040 2.6370
9.78 D 2.8162 2.9748
9.79 D 2.9451 2.8502
9.80 D 3.1275 2.7543
9.81 D 3.0618 2.9592
9.82 D 3.0650 3.0031
9.83 D 3.1284 2.9905
9.84 D 3.2202 2.9037
9.85 D 3.0882 2.9285
9.86 D 3.7552 3.0819
9.87 D 3.6226 3.0653
9.88 D 3.2496 3.1796
9.89 D 3.2198 2.8118
9.90 D 3.0357 3.1814
9.91 D 3.4856 3.0083
9.92 D 3.3568 2.7914
9.93 D 3.1330 2.8703
9.94 D 3.1862 3.0507
9.95 D 3.3732 3.0543
9.96 D 2.9606 3.2761
9.97 D 3.1518 3.4751
9.98 D 3.3746 3.0569
9.99 D 3.2520 2.9956
10.00 D 3.4100 3.1408
10.01 D 3.0361 2.9727
10.02 D 3.0658 3.6815
10.03 D 3.0349 3.2395
10.04 D 3.0863 2.9108
10.05 D 3.3934 3.4489
10.06 D 3.0963 3.1951
10.07 D 3.0423 2.7839
10.08 D 3.2411 2.6474
10.09 D 3.1889 2.9423
10.10 D 3.1208 2.8855
10.11 D 3.2690 2.9151
10.12 D 3.2539 2.7064
10.13 D 3.2423 2.8419
10.14 D 3.2559 3.2166
10.15 D 3.0303 3.1949
10.16 D 3.1449 2.8623
10.17 D 3.2312 2.7852
10.18 D 3.1147 2.8811
10.19 D 3.3661 2.8594
10.20 D 3.1924 3.2745
10.21 D 2.9029 3.1865
10.22 D 3.2489 3.5794
10.23 D 3.0942 3.3365
10.24 D 3.1296 3.2271
10.25 D 3.3202 3.2767
10.26 D 3.2203 3.1699
10.27 D 3.2531 3.2847
10.28 D 3.1814 3.5390
10.29 D 3.3726 3.1395
10.30 D 3.0469 2.9459
10.31 D 3.1861 3.2815
10.32 D 3.3177 3.2225
10.33 D 3.4015 3.0140
10.34 D 3.2541 3.0635
10.35 D 3.0825 2.9417
10.36 D 2.9329 3.4349
10.37 D 3.0652 3.0766
10.38 D 2.9020 3.1299
10.39 D 3.1920 3.4572
10.40 D 3.4310 3.2315
10.41 D 3.3912 3.1286
10.42 D 3.6522 3.0349
10.43 D 3.1116 3.2989
10.44 D 3.4025 2.9386
10.45 D 3.6782 2.8114
10.46 D 3.1691 3.0452
10.47 D 3.6792 2.9917
10.48 D 3.1237 3.2702
10.49 D 3.0649 3.1952
10.50 D 3.4760 3.1039
10.51 D 3.2223 2.8300
10.52 D 3.3856 3.2921
10.53 D 3.4532 2.7268
10.54 D 3.2755 3.0486
10.55 D 3.3747 2.8297
10.56 D 3.4459 3.0263
10.57 D 3.1564 3.2819
10.58 D 3.3574 3.0227
10.59 D 2.7648 2.8956
10.60 D 2.9877 2.8977
10.61 D 3.4332 2.9369
10.62 D 3.5321 2.8361
10.63 D 3.2837 2.9683
10.64 D 3.4627 3.0560
10.65 D 3.1393 2.7131
10.66 D 3.0451 2.7724
10.67 D 3.0956 3.1434
10.68 D 3.2729 3.1933
10.69 D 3.0200 2.8993
10.70 D 3.1090 2.8421
10.71 D 3.8274 2.9412
10.72 D 3.7590 3.0201
10.73 D 3.0671 2.9079
10.74 D 3.1228 2.8101
10.75 D 3.4438 3.0271
10.76 D 3.2070 3.1111
10.77 D 3.1602 3.0468
10.78 D 3.5133 3.0262
10.79 D 3.1656 3.1069
10.80 D 3.2752 2.7387
10.81 D 3.4837 3.2493
10.82 D 3.3557 3.1688
10.83 D 3.0982 3.1111
10.84 D 3.3778 2.8558
10.85 D 3.4886 2.7751
10.86 D 3.0980 3.0996
10.87 D 3.3578 3.2740
10.88 D 3.3187 2.9545
10.89 D 3.2256 2.9235
10.90 D 2.8741 3.3297
10.91 D 3.1668 3.0019
10.92 D 3.4591 2.9274
10.93 D 3.3387 3.2150
10.94 D 3.1932 3.2964
10.95 D 3.4008 2.8167
10.96 D 3.1361 3.4653
10.97 D 3.0823 2.8938
10.98 D 3.2837 3.2480
10.99 D 3.2434 3.4312
11.00 D 3.0687 3.3703
11.01 D 3.4213 3.1396
11.02 D 3.1650 3.2979
11.03 D 3.3800 3.5066
11.04 D 3.0280 3.3292
11.05 D 3.2012 3.3871
11.06 D 3.1954 3.4343
11.07 D 2.9965 3.3715
11.08 D 3.3152 3.3392
11.09 D 3.1925 3.1941
11.10 D 3.2703 3.0963
11.11 D 3.3049 2.9356
11.12 D 3.1724 2.9741
11.13 D 3.3306 2.9839
11.14 D 3.3164 2.9435
11.15 D 3.1620 2.9050
11.16 D 3.5380 2.9647
11.17 D 2.9831 3.1491
11.18 D 3.2032 3.0886
11.19 D 3.0567 3.5579
11.20 D 3.4028 3.0799
11.21 D 3.1713 2.8658
11.22 D 3.4842 2.9366
11.23 D 3.2693 2.8412
11.24 D 3.4893 3.1913
11.25 D 3.3149 3.1585
11.26 D 3.2005 3.1660
11.27 D 3.6092 3.5486
11.28 D 3.6834 2.9221
11.29 D 3.4572 3.3619
11.30 D 3.3394 3.0745
11.31 D 3.2913 3.4522
11.32 D 3.6407 3.0649
11.33 D 3.1353 2.8631
11.34 D 3.1587 3.3680
11.35 D 3.2997 2.8168
11.36 D 3.2780 3.0410
11.37 D 3.5320 3.0825
11.38 D 3.4371 2.9818
11.39 D 3.3987 2.7951
11.40 D 3.5169 3.1918
11.41 D 2.9700 3.2935
11.42 D 3.2390 3.1947
11.43 D 3.4535 3.1921
11.44 D 3.2907 2.8977
11.45 D 3.4455 3.1804
11.46 D 3.2326 3.1218
11.47 D 3.5928 2.8777
11.48 D 3.2352 3.4497
11.49 D 2.9612 2.8559
11.50 D 3.2351 2.9960
11.51 D 3.1350 3.1626
11.52 D 3.5460 3.0695
11.53 D 3.3108 3.1396
11.54 D 3.5911 3.1324
11.55 D 3.4600 3.0391
11.56 D 3.2061 2.9021
11.57 D 3.3579 3.4110
11.58 D 3.4185 2.9540
11.59 D 3.5555 3.2405
11.60 D 3.3483 2.8504
11.61 D 3.0472 2.8835
11.62 D 3.5886 3.2012
11.63 D 3.5183 3.4132
11.64 D 3.2752 3.0545
11.65 D 3.2911 3.0652
11.66 D 3.1530 2.8483
11.67 D 3.4036 3.1131
11.68 D 3.1402 3.2676
11.69 D 3.2098 2.7603
11.70 D 3.3269 2.9120
11.71 D 3.3817 3.2468
11.72 D 3.3389 3.0574
11.73 D 3.3271 3.1848
11.74 D 3.2605 2.9319
11.75 D 3.3247 3.1078
11.76 D 3.3832 3.0824
11.77 D 3.8333 3.1942
11.78 D 3.4383 3.0855
11.79 D 2.9739 3.1100
11.80 D 3.2813 2.7606
11.81 D 3.2786 2.8289
11.82 D 3.0656 2.8420
11.83 D 3.5616 3.1925
11.84 D 3.3950 2.8054
11.85 D 3.4112 3.0432
11.86 D 3.2303 3.0121
11.87 D 3.4941 3.1702
11.88 D 3.0174 2.8202
11.89 D 3.0786 3.0234
11.90 D 3.2125 3.3109
11.91 D 3.2827 3.0094
11.92 D 3.5810 3.0546
11.93 D 2.9365 2.8552
11.94 D 3.2126 3.1634
11.95 D 3.1133 3.4937
11.96 D 3.2278 3.0794
11.97 D 3.0962 3.1789
11.98 D 3.3620 3.2667
11.99 D 3.6707 3.2730
12.00 D 2.9800 3.0121
12.01 D 3.2274 3.1253
12.02 D 3.2662 3.2842
12.03 D 3.0614 2.9715
12.04 D 3.1879 2.6656
12.05 D 3.4159 3.1130
12.06 D 3.0737 2.9319
12.07 D 3.3923 3.0310
12.08 D 3.3816 3.1330
12.09 D 3.3011 3.0093
12.10 D 3.3433 2.7621
12.11 D 3.1891 2.8808
12.12 D 2.8056 2.9806
12.13 D 3.0996 3.2123
12.14 D 3.0438 3.2544
12.15 D 3.0633 2.9883
12.16 D 3.2508 2.9459
12.17 D 3.1461 3.1018
12.18 D 2.9850 3.1086
12.19 D 2.9634 3.1120
12.20 D 3.1789 3.0564
12.21 D 3.2717 3.1259
12.22 D 3.2858 2.8686
12.23 D 3.1950 2.8568
12.24 D 3.2378 2.9409
12.25 D 3.0160 3.0060
12.26 D 3.0175 2.8617
12.27 D 3.2216 3.3287
12.28 D 3.2647 2.7521
12.29 D 3.3845 2.7960
12.30 D 3.3440 3.2280
12.31 D 3.3596 3.2097
12.32 D 3.0050 2.9521
12.33 D 2.8395 3.2949
12.34 D 3.1669 3.1100
12.35 D 3.0916 3.2666
12.36 D 3.4294 3.2025
12.37 D 3.2394 3.5883
12.38 D 3.5034 2.9927
12.39 D 2.9682 3.2021
12.40 D 3.2422 3.4826
12.41 D 3.3786 2.9639
12.42 D 3.5718 3.0340
12.43 D 3.3334 2.9408
12.44 D 3.2471 2.8108
12.45 D 3.2494 3.1734
12.46 D 3.3172 3.2278
12.47 D 3.1211 2.8610
12.48 D 3.4340 2.7809
12.49 D 3.2359 2.9262
12.50 D 3.4349 2.8715
12.51 D 3.0671 3.0445
12.52 D 3.1479 2.8715
12.53 D 3.5304 2.9496
12.54 D 3.2831 3.0576
12.55 D 3.1942 2.8774
12.56 D 3.4265 3.2083
12.57 D 3.2508 3.2229
12.58 D 3.2515 3.0328
12.59 D 3.2465 2.9914
12.60 D 3.5890 3.0352
12.61 D 3.3104 2.8991
12.62 D 3.4365 2.7620
12.63 D 3.3050 2.9269
12.64 D 3.0237 3.0222
12.65 D 3.2481 3.3905
12.66 D 3.3670 2.9589
12.67 D 3.1860 2.9642
12.68 D 3.2329 3.3327
12.69 D 3.3912 3.0627
12.70 D 3.1182 3.0991
12.71 D 3.3596 2.8805
12.72 D 2.9916 3.0506
12.73 D 2.9661 3.1407
12.74 D 3.3930 3.1037
12.75 D 3.3083 3.2794
12.76 D 3.1931 3.2384
12.77 D 3.1783 2.9398
12.78 D 3.1368 2.9851
12.79 D 3.4875 3.1497
12.80 D 3.2891 2.8536
12.81 D 3.3462 2.8880
12.82 D 3.2663 3.0815
12.83 D 3.4109 2.9965
12.84 D 3.3660 2.9050
12.85 D 3.1473 3.0954
12.86 D 3.1606 2.9651
12.87 D 3.1780 2.9373
12.88 D 3.1904 2.9149
12.89 D 3.3340 3.1811
12.90 D 3.2868 3.4209
12.91 D 3.2360 3.3240
12.92 D 3.3378 3.0665
12.93 D 3.2195 3.3063
12.94 D 3.0838 2.9855
12.95 D 3.2271 2.8567
12.96 D 3.4118 3.0057
12.97 D 3.0210 3.1369
12.98 D 3.3327 3.0288
12.99 D 3.0517 2.9558
13.00 D 3.1601 3.1505
13.01 D 3.1638 3.2265
13.02 D 3.5554 3.4335
13.03 D 3.6002 3.1614
13.04 D 3.3594 3.1970
13.05 D 3.3241 3.4795
13.06 D 3.1844 3.1438
13.07 D 3.2408 3.1762
13.08 D 3.3679 3.0802
13.09 D 3.1238 3.0838
13.10 D 3.1726 3.3652
13.11 D 3.1924 3.0233
13.12 D 3.4358 2.7873
13.13 D 3.2049 3.2102
13.14 D 3.0554 3.0947
13.15 D 3.3133 2.7909
13.16 D 3.0240 3.0139
13.17 D 3.1623 3.1313
13.18 D 3.2331 3.3212
13.19 D 3.0390 2.9666
13.20 D 3.1547 2.9149
13.21 D 3.4649 3.1139
13.22 D 3.2013 3.2697
13.23 D 3.2836 3.2014
13.24 D 3.1001 2.8489
13.25 D 3.1612 3.3404
13.26 D 3.0577 3.3839
13.27 D 3.2234 3.2318
13.28 D 3.2121 2.9923
13.29 D 3.2376 3.2327
13.30 D 3.4267 3.2486
13.31 D 3.2738 3.2043
13.32 D 3.1600 3.1782
13.33 D 3.5094 3.0046
13.34 D 3.3582 3.3643
13.35 D 3.4033 3.1386
13.36 D 3.2770 2.8941
13.37 D 3.2930 3.4453
13.38 D 3.2898 2.9613
13.39 D 3.3487 3.3681
13.40 D 3.4912 2.9175
13.41 D 3.3951 3.2529
13.42 D 2.7817 3.2770
13.43 D 3.3312 3.1412
13.44 D 3.1887 3.1516
13.45 D 2.9421 3.3066
13.46 D 3.0405 3.3577
13.47 D 3.0437 3.2024
13.48 D 3.1971 2.8732
13.49 D 2.8917 3.0398
13.50 D 3.2510 2.9207
13.51 D 3.2685 2.9317
13.52 D 3.3631 3.0915
13.53 D 3.0619 3.0871
13.54 D 3.1072 3.2511
13.55 D 3.0500 3.1341
13.56 D 3.0629 3.1634
13.57 D 3.4554 2.7405
13.58 D 3.2533 3.2055
13.59 D 3.3457 3.1974
13.60 D 3.1030 3.0406
13.61 D 3.4070 3.1724
13.62 D 3.3518 2.8086
13.63 D 3.2282 3.0583
13.64 D 3.3594 3.2104
13.65 D 3.2339 3.0482
13.66 D 3.1279 3.3588
13.67 D 3.2072 3.0790
13.68 D 3.0145 3.2264
13.69 D 3.4731 3.0222
13.70 D 3.0709 3.1156
13.71 D 3.3431 2.9542
13.72 D 3.6021 3.0005
13.73 D 3.1318 3.2391
13.74 D 3.5494 2.8693
13.75 D 3.3443 3.0136
13.76 D 3.4562 3.2274
13.77 D 3.4618 2.8573
13.78 D 3.4435 3.0676
13.79 D 3.7979 2.7982
13.80 D 3.2823 2.8578
13.81 D 3.3270 3.0571
13.82 D 3.2913 2.9390
13.83 D 3.4739 2.8923
13.84 D 3.3138 2.9441
13.85 D 3.1517 2.9832
13.86 D 3.5611 3.0491
13.87 D 3.7624 2.8972
13.88 D 3.3514 3.0903
13.89 D 3.4415 3.3171
13.90 D 3.2943 3.1104
13.91 D 3.4367 2.7939
13.92 D 3.4117 3.2504
13.93 D 3.4597 3.0346
13.94 D 3.2979 2.7994
13.95 D 3.5486 3.2705
13.96 D 3.4369 3.0973
13.97 D 3.6011 3.2010
13.98 D 3.5176 3.3816
13.99 D 3.3522 2.9999
14.00 D 3.2690 2.9674
14.01 D 3.1780 3.0729
14.02 D 2.9220 3.3433
14.03 D 3.3010 3.3348
14.04 D 3.1868 2.9651
14.05 D 3.0802 3.1898
14.06 D 2.9930 3.1609
14.07 D 3.3000 2.9452
14.08 D 3.4118 3.3622
14.09 D 3.5036 3.1155
14.10 D 3.1556 3.2965
14.11 D 3.3059 3.0796
14.12 D 3.3467 2.8388
14.13 D 3.2964 3.1357
14.14 D 3.2449 2.9816
14.15 D 3.4917 3.2157
14.16 D 3.1369 3.0598
14.17 D 2.9513 3.3180
14.18 D 3.1686 3.5634
14.19 D 3.3176 3.0085
14.20 D 3.2921 3.1934
14.21 D 3.2012 3.1850
14.22 D 3.3466 2.9923
14.23 D 3.4109 3.4066
14.24 D 3.5401 2.9813
14.25 D 3.2795 2.8676
14.26 D 3.0222 2.8466
14.27 D 3.4677 3.3719
14.28 D 3.2488 3.1168
14.29 D 3.0654 2.8550
14.30 D 3.2243 2.8957
14.31 D 3.1200 2.8550
14.32 D 3.2273 2.7704
14.33 D 3.0650 2.8008
14.34 D 3.3607 2.8206
14.35 D 3.4956 2.9659
14.36 D 3.1506 2.8670
14.37 D 3.2232 2.8959
14.38 D 3.7867 2.7320
14.39 D 3.3407 2.8714
14.40 D 3.5899 2.7226
14.41 D 3.1710 2.8566
14.42 D 3.4437 2.9501
14.43 D 3.2974 3.2142
14.44 D 3.1552 2.9258
14.45 D 3.0962 3.0267
14.46 D 3.1816 2.8488
14.47 D 3.1240 3.1850
14.48 D 2.7159 2.8457
14.49 D 2.9427 3.1661
14.50 D 3.2691 2.8700
14.51 D 3.4290 2.8000
14.52 D 3.1990 3.0280
14.53 D 3.1873 3.2094
14.54 D 3.2030 3.0878
14.55 D 3.1178 3.2938
14.56 D 3.3543 2.9993
14.57 D 3.3945 3.0894
14.58 D 3.1255 3.2170
14.59 D 3.1434 3.2393
14.60 D 3.3753 3.1638
14.61 D 3.1692 3.2543
14.62 D 3.2540 3.2969
14.63 D 3.2803 3.2727
14.64 D 3.5042 3.0703
14.65 D 3.3042 2.8879
14.66 D 3.2360 3.3681
14.67 D 3.1416 2.9444
14.68 D 3.3349 2.9686
14.69 D 3.5136 2.9067
14.70 D 3.3133 3.0055
14.71 D 2.9386 3.2749
14.72 D 2.9809 2.8808
14.73 D 3.5985 3.1967
14.74 D 3.1217 3.2987
14.75 D 3.1382 3.1815
14.76 D 3.0118 2.9138
14.77 D 2.9398 3.3458
14.78 D 3.4915 2.9647
14.79 D 3.2730 3.0985
14.80 D 3.1760 3.2005
14.81 D 3.2392 3.1069
14.82 D 3.4108 3.3844
14.83 D 3.1613 3.3152
14.84 D 3.2436 3.3341
14.85 D 3.0847 3.2350
14.86 D 3.6029 3.4843
14.87 D 3.0937 3.2409
14.88 D 3.2056 3.1993
14.89 D 3.5736 3.0878
14.90 D 3.1377 3.3961
14.91 D 3.3968 3.2986
14.92 D 3.0796 3.2256
14.93 D 3.3096 3.1957
14.94 D 3.2226 3.0591
14.95 D 3.2638 3.1313
14.96 D 3.5547 3.3032
14.97 D 2.8783 3.1823
14.98 D 3.1871 3.1197
14.99 D 3.0615 3.1110
15.00 D 3.2960 2.9139
15.01 D 3.1645 2.7994
15.02 D 3.4078 3.0046
15.03 D 3.1898 3.1994
15.04 D 3.2392 2.9518
15.05 D 3.3029 3.0345
15.06 D 3.6514 3.1647
15.07 D 3.7806 3.0463
15.08 D 3.8191 3.0698
15.09 D 3.1022 3.4228
15.10 D 3.3909 2.9073
15.11 D 3.1380 3.1845
15.12 D 3.2366 3.1626
15.13 D 3.1789 2.9949
15.14 D 3.4330 2.8839
15.15 D 3.2177 2.8877
15.16 D 3.4861 3.0461
15.17 D 3.5472 2.9737
15.18 D 3.2006 3.0794
15.19 D 3.4740 3.2306
15.20 D 3.4696 3.1469
15.21 D 3.0571 3.2356
15.22 D 3.2491 2.9093
15.23 D 3.2888 3.1755
15.24 D 3.3135 2.9525
15.25 D 3.1706 2.7456
15.26 D 3.0530 3.3155
15.27 D 3.3314 3.0742
15.28 D 3.3561 3.0858
15.29 D 3.2655 3.2455
15.30 D 3.8323 2.9669
15.31 D 3.0619 3.3781
15.32 D 3.3594 2.8472
15.33 D 3.3295 2.9344
15.34 D 3.2078 3.1966
15.35 D 3.2665 2.8809
15.36 D 3.4355 3.3005
15.37 D 3.2758 3.1675
15.38 D 3.1665 3.0834
15.39 D 3.6703 2.8285
15.40 D 3.2194 3.3892
15.41 D 3.4321 3.0812
15.42 D 3.5102 3.2175
15.43 D 3.5695 3.0625
15.44 D 3.5164 2.7517
15.45 D 3.4488 3.1825
15.46 D 3.3050 2.8519
15.47 D 3.2325 2.8401
15.48 D 3.5920 2.6769
15.49 D 3.0993 3.1917
15.50 D 3.2487 2.9948
15.51 D 3.1266 3.0645
15.52 D 3.3005 2.8660
15.53 D 3.3249 3.1262
15.54 D 3.0818 2.8133
15.55 D 3.4151 3.2261
15.56 D 3.4056 2.9329
15.57 D 2.7880 2.9351
15.58 D 3.4035 3.0649
15.59 D 3.3591 3.0827
15.60 D 3.0090 3.2142
15.61 D 3.4058 3.1132
15.62 D 3.6326 3.1507
15.63 D 3.1918 2.9489
15.64 D 3.4013 3.1084
15.65 D 3.4629 2.9558
15.66 D 3.2794 3.3162
15.67 L 4.0897 3.1700
15.68 D 3.1224 3.1365
15.69 D 3.4304 3.0515
15.70 D 3.2613 3.0599
15.71 D 3.9970 3.0689
15.72 D 3.1292 2.9096
15.73 D 3.5189 3.4669
15.74 D 3.8419 2.8293
15.75 D 3.8417 3.1368
15.76 D 3.1628 2.8543
15.77 D 3.5406 3.3208
15.78 D 3.1118 3.2549
15.79 D 3.3027 3.1729
15.80 D 3.6501 3.3203
15.81 D 3.3934 3.0626
15.82 D 3.3089 2.9626
15.83 D 2.9924 3.0400
15.84 D 3.4423 3.5817
15.85 D 3.1949 3.1432
15.86 D 3.3048 2.9778
15.87 D 3.2888 3.1463
15.88 D 3.0105 2.9395
15.89 D 3.2780 3.2422
15.90 D 3.0925 3.1755
15.91 D 2.8955 3.0442
15.92 D 3.3209 3.0969
15.93 D 3.0492 3.2282
15.94 D 3.5304 2.9131
15.95 D 3.3402 3.0099
15.96 D 3.1789 3.1283
15.97 D 3.2175 3.0702
15.98 D 3.5869 3.3776
15.99 D 3.1977 3.5019
16.00 D 3.5454 2.9159
16.01 D 3.3059 3.0178
16.02 D 3.4458 3.3885
16.03 D 3.1678 3.1458
16.04 D 3.2494 2.9066
16.05 D 3.2784 3.2191
16.06 D 3.4463 3.1434
16.07 D 3.4978 2.8761
16.08 D 3.4718 3.1984
16.09 D 3.4313 3.0887
16.10 D 3.2624 3.1976
16.11 D 3.4671 3.0169
16.12 D 3.7231 3.0659
16.13 D 3.2226 3.0387
16.14 D 3.3711 3.2395
16.15 L 4.4472 2.9784
16.16 D 3.1016 3.4402
16.17 D 3.6780 2.9935
16.18 D 3.5952 3.4456
16.19 D 3.2385 2.9256
16.20 D 3.3143 3.0847
16.21 D 3.2255 3.1693
16.22 D 3.2692 2.9547
16.23 D 3.3249 2.9708
16.24 D 3.6691 3.2759
16.25 D 3.8941 3.3414
16.26 D 3.7916 3.1397
16.27 D 3.7769 2.8523
16.28 L 6.2563 3.0923
16.29 L 7.6544 3.0860
16.30 L 7.2927 3.0470
16.31 L 7.3662 3.1049
16.32 L 8.2295 2.9984
16.33 L 7.7285 2.8441
16.34 L 6.3639 3.0943
16.35 L 5.8991 2.8200
16.36 L 6.3663 2.9243
16.37 L 6.2097 3.2330
16.38 L 6.1252 2.9011
16.39 L 4.9926 3.0516
16.40 L 4.7737 2.9010
16.41 L 6.3646 2.8983
16.42 L 6.4105 2.8822
16.43 L 6.6000 3.1352
16.44 L 6.6197 3.2204
16.45 L 5.5518 3.2430
16.46 L 5.6879 3.0970
16.47 L 6.4638 3.2843
16.48 L 4.0324 2.9692
16.49 L 5.2936 3.0594
16.50 L 5.5528 3.1399
16.51 L 5.7530 3.1061
16.52 L 6.2014 2.8440
16.53 L 6.4863 3.2449
16.54 L 6.8936 3.3386
16.55 L 6.4944 3.2382
16.56 L 6.3210 2.9429
16.57 L 6.1170 3.2972
16.58 L 6.5749 3.2197
16.59 L 5.3297 3.1206
16.60 L 5.6881 3.2130
16.61 L 5.6867 3.3478
16.62 L 5.3326 2.9746
16.63 L 6.0358 2.9618
16.64 L 5.7164 2.6609
16.65 L 5.9841 3.0043
16.66 L 5.4173 3.1343
16.67 L 4.1079 2.8821
16.68 L 4.3549 3.4091
16.69 D 3.4570 3.0618
16.70 D 3.7818 3.1537
16.71 L 4.6372 3.1838
16.72 L 5.4130 2.8296
16.73 L 6.1333 3.2296
16.74 L 6.7624 2.8743
16.75 L 5.1279 3.0215
16.76 L 5.2647 3.2010
16.77 L 5.1677 2.9561
16.78 L 6.7284 3.2007
16.79 L 5.6091 3.0747
16.80 L 6.1657 3.2760
16.81 L 6.6841 3.3556
16.82 L 6.0445 2.9527
16.83 L 5.7690 3.1589
16.84 L 6.3660 3.4650
16.85 L 6.6827 2.9792
16.86 D 3.9922 3.0087
16.87 L 4.2887 3.0106
16.88 L 4.0845 3.2606
16.89 L 4.0789 3.4967
16.90 D 3.2009 3.4652
16.91 D 3.6113 3.3006
16.92 D 3.5355 3.6269
16.93 L 4.0321 3.3007
16.94 D 3.8576 3.6794
16.95 L 4.2200 3.4458
16.96 D 3.8435 3.1699
16.97 L 4.8764 2.8910
16.98 L 5.9805 3.0104
16.99 L 7.6997 3.0696
17.00 L 7.4402 2.7884
17.01 L 8.4446 2.8356
17.02 L 7.3745 3.3283
17.03 L 5.8759 3.0448
17.04 L 6.2532 2.8777
17.05 L 7.1372 2.9095
17.06 L 6.7537 3.0532
17.07 L 7.5187 2.7634
17.08 L 6.6197 3.0673
17.09 L 7.3181 2.8538
17.10 L 7.1326 2.9153
17.11 L 6.5070 3.0883
17.12 L 6.1760 2.7145
17.13 L 7.4646 3.3633
17.14 L 9.2582 3.2092
17.15 L 8.5322 3.5260
17.16 L 7.0707 3.1514
17.17 L 8.0452 2.9741
17.18 L 7.7258 3.1517
17.19 L 8.0809 3.5643
17.20 L 6.0311 2.8620
17.21 L 6.6609 2.7778
17.22 L 7.3098 3.0513
17.23 L 8.1713 3.3495
17.24 L 6.6924 3.0951
17.25 L 6.0302 3.0959
17.26 L 5.7443 2.7815
17.27 L 6.8357 2.8713
17.28 L 7.3442 2.7621
17.29 L 6.8348 2.7909
17.30 L 6.5970 2.8146
17.31 L 7.8984 2.8123
17.32 L 8.2962 2.8332
17.33 L 7.6963 2.8862
17.34 L 7.2129 2.6783
17.35 L 6.2511 2.8295
