#Time_ns State SLAHS_mindist_A LVTKL_mindist_A
26.09 L 8.0024 3.4573
26.10 L 8.9052 3.4581
26.11 L 8.8291 3.5896
26.12 L 8.0580 3.5540
26.13 L 9.3145 3.6634
26.14 L 9.4705 3.4027
26.15 L 10.2743 3.2591
26.16 L 8.5703 3.4118
26.17 L 9.6291 3.2057
26.18 L 9.4763 3.5542
26.19 L 10.1430 3.4388
26.20 L 9.7488 3.5301
26.21 L 10.2722 3.3197
26.22 L 10.7778 3.5209
26.23 L 11.1998 3.6068
26.24 L 11.5386 3.1187
26.25 L 12.3197 3.7685
26.26 L 13.0574 3.1323
26.27 L 13.6938 3.3424
26.28 L 14.3653 3.5431
26.29 L 12.8355 3.6918
26.30 L 12.8731 3.6835
26.31 L 11.9341 3.6798
26.32 L 9.6707 3.2813
26.33 L 10.6771 3.3543
26.34 L 11.5229 3.3080
26.35 L 11.2637 3.4117
26.36 L 10.8796 3.1270
26.37 L 11.7226 3.6977
26.38 L 10.6566 3.5478
26.39 L 13.3693 3.2712
26.40 L 12.6970 3.1888
26.41 L 15.0407 3.8206
26.42 L 14.4061 3.7987
26.43 L 14.4610 3.6957
26.44 L 14.7995 3.4592
26.45 L 13.5307 3.4192
26.46 L 12.2403 3.3186
26.47 L 11.3977 3.3143
26.48 L 11.3727 3.7424
26.49 L 11.0234 3.1714
26.50 L 12.3896 3.6163
26.51 L 11.9537 3.1871
26.52 L 10.7001 3.5507
26.53 L 9.5075 3.6561
26.54 L 10.4889 3.0831
26.55 L 10.5454 3.4970
26.56 L 11.5604 3.6902
26.57 L 11.2730 3.5073
26.58 L 9.6162 3.5215
26.59 L 10.8307 3.2795
26.60 L 11.5681 3.6142
26.61 L 12.2753 3.5317
26.62 L 11.7473 3.1473
26.63 L 12.7215 3.1344
26.64 L 13.2264 3.4023
26.65 L 13.3532 3.3297
26.66 L 14.3201 3.1043
26.67 L 13.3428 3.2733
26.68 L 14.0814 3.3299
26.69 L 14.4629 3.4224
26.70 L 15.0363 3.6002
26.71 L 13.4614 3.4740
26.72 L 14.8741 3.4755
26.73 L 15.6536 3.2048
26.74 L 16.0509 3.6830
26.75 L 15.5569 2.9803
26.76 L 14.7699 3.7192
26.77 L 16.5129 3.5708
26.78 L 15.1198 3.2079
26.79 L 15.1857 3.2075
26.80 L 15.6824 3.5512
26.81 L 15.1302 3.5964
26.82 L 16.0192 3.4222
26.83 L 16.5276 3.7804
26.84 L 17.1784 3.6719
26.85 L 18.6423 3.6303
26.86 L 18.0981 3.3339
26.87 L 17.7889 3.4752
26.88 N 19.1127 4.0123
26.89 L 20.3223 3.3460
26.90 L 20.9632 3.9289
26.91 L 18.4906 3.5920
26.92 L 18.0290 3.1316
26.93 L 18.8494 3.6835
26.94 L 19.3671 3.7119
26.95 L 19.3872 3.5522
26.96 L 19.2529 3.5576
26.97 L 17.3323 3.6318
26.98 L 18.2029 3.3498
26.99 L 19.7610 3.3662
27.00 L 20.2354 3.4183
27.01 L 19.5329 3.5180
27.02 L 20.1270 3.5383
27.03 L 20.0091 3.9376
27.04 N 18.8669 4.0357
27.05 L 16.0577 3.9113
27.06 L 16.5261 3.7281
27.07 L 15.8558 3.7943
27.08 L 18.1179 3.6567
27.09 L 15.3075 3.3767
27.10 L 16.0785 3.5890
27.11 L 14.7662 3.5148
27.12 L 15.3312 3.2854
27.13 L 14.7008 3.3962
27.14 L 16.2691 3.3784
27.15 L 16.1158 3.6145
27.16 L 17.5180 3.8171
27.17 L 16.9198 3.6016
27.18 L 18.7624 3.5142
27.19 L 18.1530 3.2820
27.20 L 17.5931 3.3704
27.21 L 20.6804 3.7015
27.22 L 20.1039 3.4764
27.23 L 20.5364 3.2589
27.24 L 20.8747 3.3002
27.25 L 20.1018 3.6945
27.26 L 19.3818 3.7895
27.27 L 18.7897 3.4204
27.28 L 17.7958 3.6383
27.29 L 18.8635 3.5573
27.30 L 17.9947 3.8335
27.31 N 17.1189 4.2893
27.32 L 16.9033 3.7111
27.33 L 18.6734 3.7911
27.34 L 18.8568 3.4069
27.35 L 18.4975 3.5851
27.36 L 17.8653 3.5991
27.37 L 19.1710 3.6008
27.38 L 20.9750 3.5640
27.39 L 20.2422 3.5626
27.40 L 20.7572 3.5780
27.41 L 21.5487 3.3136
27.42 L 21.1757 3.4319
27.43 L 20.2124 3.5943
27.44 L 19.1602 3.2622
27.45 L 21.2288 3.8727
27.46 L 20.9076 3.6015
27.47 N 21.2044 4.0085
27.48 L 21.5435 3.5426
27.49 L 21.7312 3.5021
27.50 L 21.4629 3.4932
27.51 L 21.2995 3.5063
27.52 L 20.5443 3.5815
27.53 L 20.4349 3.5082
27.54 L 19.7908 3.4174
27.55 L 19.5868 3.8255
27.56 L 20.3887 3.1932
27.57 L 18.8567 3.7214
27.58 L 17.1048 3.4091
27.59 L 16.5834 3.1784
27.60 L 15.6933 3.5039
27.61 L 14.6103 3.4237
27.62 L 14.4742 3.5606
27.63 L 14.0118 3.8679
27.64 L 13.6532 3.3619
27.65 L 14.7309 3.4141
27.66 L 15.4220 3.4699
27.67 L 14.6039 3.8372
27.68 L 15.2094 3.5772
27.69 L 14.7235 3.6258
27.70 L 16.2692 3.6544
27.71 L 17.5640 3.6552
27.72 L 17.3649 3.4459
27.73 L 15.7872 3.3919
27.74 L 16.6652 3.5364
27.75 L 17.3384 3.1746
27.76 L 18.9414 2.7672
27.77 L 17.2671 3.0621
27.78 L 18.0440 3.1525
27.79 L 17.4822 3.5726
27.80 L 16.9878 3.5585
27.81 L 17.3927 2.8682
27.82 L 16.6737 3.2836
27.83 L 15.5998 2.9091
27.84 L 16.1798 3.0849
27.85 L 15.5147 3.1367
27.86 L 13.4868 2.9567
27.87 L 14.1811 2.9443
27.88 L 13.2803 3.0358
27.89 L 13.1440 2.7814
27.90 L 10.6342 3.1730
27.91 L 11.9113 3.4224
27.92 L 12.4513 3.4822
27.93 L 14.1963 3.4904
27.94 L 13.9831 3.4679
27.95 L 13.4490 3.3514
27.96 L 14.4109 3.5448
27.97 L 13.8375 3.2886
27.98 L 15.4362 3.5054
27.99 L 14.0437 3.7102
28.00 L 14.5782 3.9780
28.01 L 16.3915 3.4154
28.02 L 14.9351 3.6426
28.03 N 16.2136 4.1719
28.04 L 15.4195 3.1799
28.05 L 16.8944 3.2942
28.06 L 16.5521 3.5738
28.07 L 16.0439 3.6615
28.08 L 13.6781 3.6867
28.09 L 13.7410 3.6471
28.10 L 14.6142 3.5429
28.11 L 15.5926 3.3036
28.12 L 17.4004 3.3342
28.13 L 18.0530 3.3835
28.14 L 17.1325 3.7443
28.15 N 15.8618 5.0894
28.16 N 13.6990 6.2850
28.17 N 14.0609 6.1676
28.18 N 13.0771 7.0189
28.19 N 14.1528 6.7033
28.20 N 13.6079 5.1134
28.21 N 13.2432 6.1797
28.22 N 12.2591 6.6693
28.23 N 11.7704 6.7503
28.24 N 12.2732 6.6118
28.25 N 12.9713 6.7169
28.26 N 12.5795 6.8482
28.27 N 13.8698 7.9465
28.28 N 12.6139 7.5453
28.29 N 13.0663 7.5337
28.30 N 12.2483 9.6187
28.31 N 8.8572 10.1855
28.32 N 9.9161 9.8271
28.33 N 13.2342 7.9491
28.34 N 12.0832 8.0800
28.35 N 12.2703 8.8527
28.36 N 13.3202 9.5044
28.37 N 12.8235 9.8473
28.38 N 10.8351 10.7422
28.39 N 12.2409 10.1235
28.40 N 11.1551 8.6783
28.41 N 12.0001 9.1442
28.42 N 10.5106 9.9720
28.43 N 11.1656 8.8911
28.44 N 10.1204 9.7072
28.45 N 9.3146 8.4914
28.46 N 11.6341 7.3033
28.47 N 12.0320 8.1324
28.48 N 13.9985 7.5563
28.49 N 11.4976 9.0255
28.50 N 12.7866 7.5933
28.51 N 12.6671 9.4454
28.52 N 14.2963 8.8104
28.53 N 15.4209 10.4027
28.54 N 13.7005 10.0650
28.55 N 15.2965 9.4994
28.56 N 16.6976 9.2671
28.57 N 17.0145 8.6848
28.58 N 17.2089 8.5116
28.59 N 16.4199 9.0748
28.60 N 15.5091 9.5932
28.61 N 16.0266 10.3756
28.62 N 16.8008 9.9039
28.63 N 16.0503 8.0011
28.64 N 17.5028 6.8760
28.65 N 17.3479 8.2279
28.66 N 16.0426 8.9010
28.67 N 17.8550 9.0481
28.68 N 16.9425 7.1154
28.69 N 14.9923 7.9475
28.70 N 15.4247 6.7642
28.71 N 15.8909 6.5329
28.72 N 15.5617 6.9287
28.73 N 15.8738 6.7731
28.74 N 14.6402 7.8058
28.75 N 12.7399 7.9061
28.76 N 12.7872 8.2478
28.77 N 12.0069 7.7742
28.78 N 11.4454 7.4299
28.79 N 14.2816 6.8215
28.80 N 13.1485 8.4240
28.81 N 14.1734 8.2211
28.82 N 15.3541 8.2119
28.83 N 14.6908 7.7474
28.84 N 13.7674 9.4067
28.85 N 14.6635 10.6825
28.86 N 13.9548 11.1290
28.87 N 14.5034 10.3008
28.88 N 14.1108 10.4914
28.89 N 14.6720 10.7038
28.90 N 15.7191 11.1369
28.91 N 15.3742 10.1231
28.92 N 14.7644 10.0776
28.93 N 14.9063 10.9871
28.94 N 16.1426 10.1363
28.95 N 15.9708 9.4448
28.96 N 15.8312 9.3808
28.97 N 17.1979 8.4195
28.98 N 15.3307 11.4238
28.99 N 16.6699 11.1580
29.00 N 17.0761 10.7575
29.01 N 14.9956 13.3880
29.02 N 15.3795 14.8015
29.03 N 14.7046 12.6723
29.04 N 15.1602 12.4923
29.05 N 16.3858 12.4062
29.06 N 14.4327 13.6086
29.07 N 13.7777 14.1341
29.08 N 12.8738 13.9874
29.09 N 14.6301 12.6369
29.10 N 12.1073 12.2858
29.11 N 13.1268 11.9945
29.12 N 13.2938 13.2729
29.13 N 13.4671 15.5392
29.14 N 11.2041 16.9958
29.15 N 12.6217 13.2865
29.16 N 10.9174 14.3866
29.17 N 11.1188 12.5075
29.18 N 11.4720 12.8566
29.19 N 12.1207 12.4628
29.20 N 14.2114 12.2141
29.21 N 13.5520 13.9101
29.22 N 13.9589 14.7121
29.23 N 12.1870 14.4296
29.24 N 12.5300 13.1091
29.25 N 13.6449 10.6710
29.26 N 13.3232 11.0567
29.27 N 14.2421 10.4160
29.28 N 13.0653 10.0881
29.29 N 14.4104 10.6768
29.30 N 12.4571 9.7898
29.31 N 13.8386 10.0811
29.32 N 13.7458 10.7113
29.33 N 13.0338 9.7118
29.34 N 12.2996 9.8822
29.35 N 11.5683 8.0169
29.36 N 12.5915 9.6050
29.37 N 11.7327 9.0425
29.38 N 11.4780 10.0977
29.39 N 14.0138 10.4514
29.40 N 13.8230 13.2038
29.41 N 14.5292 11.2189
29.42 N 12.8587 12.8914
29.43 N 13.0760 11.6264
29.44 N 12.6777 10.2641
29.45 N 11.6890 9.8419
29.46 N 11.0127 10.0067
29.47 N 12.1152 10.7754
29.48 N 9.7834 8.1406
29.49 N 10.6425 7.2950
29.50 N 11.0003 7.4111
29.51 N 11.2942 7.4029
29.52 N 12.4551 7.8331
29.53 N 11.7116 9.4880
29.54 N 9.4919 6.6495
29.55 N 10.3152 8.5132
29.56 N 8.6584 8.8597
29.57 N 8.9662 8.7105
29.58 N 8.1469 8.5300
29.59 N 11.3841 9.3297
29.60 N 11.4348 9.5475
29.61 N 11.0980 8.8341
29.62 N 10.7965 8.6619
29.63 N 10.7051 9.2972
29.64 N 9.6100 10.0945
29.65 N 10.9446 7.0519
29.66 N 10.0125 9.0137
29.67 N 9.6458 8.8010
29.68 N 8.1393 9.3569
29.69 N 8.9069 9.3527
29.70 N 8.7131 10.5421
29.71 N 6.6626 10.0605
29.72 N 8.0484 9.4243
29.73 N 8.4023 9.7685
29.74 N 10.4186 10.5898
29.75 N 10.9597 9.4677
29.76 N 11.3170 8.7382
29.77 N 12.2331 10.7398
29.78 N 12.3011 12.3056
29.79 N 11.2353 12.6461
29.80 N 13.6917 12.1773
29.81 N 14.9514 12.4770
29.82 N 16.6831 10.9503
29.83 N 16.6614 9.5196
29.84 N 17.9392 11.4418
29.85 N 16.1799 9.9382
29.86 N 16.2191 10.2578
29.87 N 17.7252 11.3120
29.88 N 16.8988 10.0638
29.89 N 15.6758 10.8144
29.90 N 15.8719 11.7792
29.91 N 14.2422 8.7289
29.92 N 12.0246 9.2942
29.93 N 9.4885 8.2679
29.94 N 10.2754 7.4446
29.95 N 12.7197 7.1154
29.96 N 13.6117 6.4240
29.97 N 13.9242 5.5828
29.98 N 12.9560 8.0655
29.99 N 12.6234 8.1512
30.00 N 11.0841 9.6381
30.01 N 11.6369 8.5979
30.02 N 11.8772 8.2105
30.03 N 10.3268 9.1681
30.04 N 10.5234 8.9490
30.05 N 12.4091 10.2034
30.06 N 13.0874 8.1280
30.07 N 12.4724 10.3401
30.08 N 13.2457 8.2848
30.09 N 13.1887 10.6174
30.10 N 12.6133 10.4999
30.11 N 13.1060 11.8382
30.12 N 13.1818 11.3974
30.13 N 12.1027 9.5280
30.14 N 11.5783 9.8475
30.15 N 15.2213 9.2016
30.16 N 15.2957 10.0750
30.17 N 14.8530 8.9245
30.18 N 13.9455 9.5375
30.19 N 15.2784 8.9708
30.20 N 15.1132 10.0761
30.21 N 16.3571 9.0700
30.22 N 17.1011 7.3157
30.23 N 15.9877 8.8722
30.24 N 15.3208 9.2636
30.25 N 15.2048 10.3181
30.26 N 13.5308 10.8411
30.27 N 13.2518 10.8713
30.28 N 14.9652 11.2177
30.29 N 14.9557 12.5479
30.30 N 13.0867 13.1056
30.31 N 11.9181 12.4460
30.32 N 11.4165 11.3889
30.33 N 11.7841 11.7749
30.34 N 10.9556 12.4350
30.35 N 10.9027 12.0790
30.36 N 9.6184 11.8583
30.37 N 9.3743 12.8700
30.38 N 10.4476 12.6043
30.39 N 11.3588 12.7781
30.40 N 11.3579 12.4235
30.41 N 9.3756 12.0285
30.42 N 9.7964 11.1629
30.43 N 7.7908 10.6975
30.44 N 7.4001 11.6488
30.45 N 8.1665 10.3286
30.46 N 8.3771 14.0563
30.47 N 7.2119 11.8348
30.48 N 6.8353 13.2473
30.49 N 5.1987 14.2374
30.50 N 4.1812 13.2253
30.51 N 5.3256 13.4365
30.52 N 5.9054 10.6149
30.53 N 5.5227 12.3957
30.54 N 5.0312 12.2437
30.55 N 5.4563 14.4631
30.56 N 5.6559 13.0126
30.57 N 5.9801 13.9768
30.58 N 6.0774 13.8518
30.59 N 6.1760 13.2662
30.60 N 5.8289 13.6123
30.61 N 7.6004 12.8557
30.62 N 6.6716 12.0812
30.63 N 7.8032 11.3621
30.64 N 7.4249 10.5283
30.65 N 5.7955 11.0318
30.66 N 7.7992 11.0115
30.67 N 7.3018 11.4447
30.68 N 6.4641 13.1674
30.69 N 5.7988 13.7799
30.70 N 6.1815 13.3410
30.71 N 6.1674 15.0647
30.72 N 7.7085 13.8416
30.73 N 8.6269 13.7995
30.74 N 8.4109 12.9139
30.75 N 9.2702 12.1052
30.76 N 10.8678 11.5146
30.77 N 9.5644 12.1970
30.78 N 10.5807 10.9349
30.79 N 11.8381 12.0739
30.80 N 12.4709 10.8545
30.81 N 11.4525 8.7371
30.82 N 10.5615 10.6118
30.83 N 11.7681 8.9121
30.84 N 10.3113 9.4196
30.85 N 12.0596 9.3172
30.86 N 13.1045 9.8029
30.87 N 10.3673 11.6542
30.88 N 10.8040 12.5084
30.89 N 11.6050 12.1629
30.90 N 12.5435 11.4461
30.91 N 11.6646 11.9392
30.92 N 10.8343 10.6479
30.93 N 12.9182 11.0199
30.94 N 13.4503 12.6534
30.95 N 12.2726 10.2231
30.96 N 10.3869 9.7689
30.97 N 10.7712 10.5811
30.98 N 11.5440 9.7609
30.99 N 12.6494 8.4504
31.00 N 12.0605 8.2538
31.01 N 13.3846 8.2240
31.02 N 16.4978 6.3096
31.03 N 13.4229 8.4823
31.04 N 14.1403 7.9021
31.05 N 13.6760 6.9579
31.06 N 13.4573 6.7541
31.07 N 15.7906 7.7769
31.08 N 16.6725 6.7184
31.09 N 17.7606 6.7393
31.10 N 15.6014 7.4822
31.11 N 13.2249 11.7809
31.12 N 12.0558 12.1704
31.13 N 11.7041 12.2939
31.14 N 10.9556 11.6441
31.15 N 9.5153 12.6209
31.16 N 10.6349 12.5337
31.17 N 11.9703 10.9821
31.18 N 12.2319 9.3666
31.19 N 11.5653 11.1948
31.20 N 15.3544 11.0890
31.21 N 13.8313 9.7212
31.22 N 13.9985 9.3632
31.23 N 14.8389 10.1391
31.24 N 16.3855 10.1861
31.25 N 15.7870 10.2820
31.26 N 18.9655 9.5167
31.27 N 17.8827 9.7026
31.28 N 17.1654 11.3988
31.29 N 18.9697 9.6743
31.30 N 18.5196 10.9047
31.31 N 17.2128 13.2738
31.32 N 18.2262 12.4103
31.33 N 16.2019 12.1953
31.34 N 17.5809 12.6941
31.35 N 18.1401 11.8232
31.36 N 16.8544 12.1994
31.37 N 19.7651 14.2133
31.38 N 19.9531 15.4604
31.39 N 17.4345 14.9892
31.40 N 16.5192 16.9551
31.41 N 16.3528 16.3782
31.42 N 16.1141 15.3094
31.43 N 16.7418 13.8675
31.44 N 16.9917 11.5021
31.45 N 16.7047 11.7892
31.46 N 16.1952 11.9498
31.47 N 17.9323 12.1533
31.48 N 20.4588 14.4159
31.49 N 20.9288 14.2170
31.50 N 20.7998 14.0593
31.51 N 20.4445 13.4961
31.52 N 19.6561 14.0691
31.53 N 20.4814 14.6417
31.54 N 20.8347 14.6660
31.55 N 20.8558 16.0212
31.56 N 17.5245 15.5662
31.57 N 17.2087 15.4126
31.58 N 18.4100 13.3390
31.59 N 17.7125 15.1054
31.60 N 19.3132 14.8784
31.61 N 20.4635 12.2539
31.62 N 22.1266 11.2817
31.63 N 21.8869 13.4476
31.64 N 22.5547 13.0335
31.65 N 23.0832 12.6714
31.66 N 22.9426 12.9994
31.67 N 20.1604 13.7224
31.68 N 20.7601 13.0867
31.69 N 21.6161 14.0423
31.70 N 20.7847 15.5954
31.71 N 19.7245 16.5377
31.72 N 21.4300 16.0564
31.73 N 21.6036 14.7409
31.74 N 20.9132 16.6648
31.75 N 19.4788 15.3828
31.76 N 20.1901 14.3913
31.77 N 21.5894 12.4097
31.78 N 20.8436 14.2274
31.79 N 19.2557 15.1847
31.80 N 19.4335 14.4241
31.81 N 19.5283 14.4914
31.82 N 18.9027 14.5388
31.83 N 20.6275 15.5750
31.84 N 21.5521 15.7985
31.85 N 21.8720 13.5069
31.86 N 22.5715 14.1398
31.87 N 21.3777 12.1001
31.88 N 20.6049 13.2333
31.89 N 20.9619 11.4872
31.90 N 21.7203 11.7354
31.91 N 21.9141 11.5531
31.92 N 20.8588 9.9331
31.93 N 22.5188 10.0944
31.94 N 20.6370 9.4963
31.95 N 23.6609 11.1268
31.96 N 21.6077 10.3734
31.97 N 20.7985 10.6629
31.98 N 22.3694 12.0986
31.99 N 21.9549 10.1555
32.00 N 20.6053 10.5789
32.01 N 22.1161 8.9460
32.02 N 19.0449 9.8841
32.03 N 19.7016 10.9993
32.04 N 17.8514 9.8883
32.05 N 17.0169 10.3353
32.06 N 17.3416 10.9057
32.07 N 17.4992 9.0667
32.08 N 18.9838 8.0665
32.09 N 19.5458 7.7001
32.10 N 17.3713 6.7193
32.11 N 20.0124 6.4829
32.12 N 19.4131 8.1977
32.13 N 19.2976 7.5543
32.14 N 20.1038 8.2580
32.15 N 20.4084 9.2029
32.16 N 20.3109 10.3157
32.17 N 20.7830 10.0017
32.18 N 20.6159 10.0843
32.19 N 19.2104 9.4389
32.20 N 18.6537 9.3427
32.21 N 18.9572 8.4038
32.22 N 19.9339 9.9997
32.23 N 19.7174 11.0772
32.24 N 18.6085 12.0925
32.25 N 18.5396 10.7341
32.26 N 19.2510 10.9065
32.27 N 18.5421 11.4674
32.28 N 18.0390 11.1342
32.29 N 17.8535 9.9079
32.30 N 17.3743 9.9873
32.31 N 15.4099 8.2694
32.32 N 14.5325 8.4696
32.33 N 16.0085 9.3592
32.34 N 16.2646 9.0310
32.35 N 17.3616 7.1805
32.36 N 17.4665 7.7488
32.37 N 18.4442 6.5919
32.38 N 18.8925 7.1727
32.39 N 18.2944 7.5124
32.40 N 18.0743 8.5702
32.41 N 18.9197 9.8036
32.42 N 19.4468 10.2399
32.43 N 17.1773 11.5592
32.44 N 19.2561 11.5010
32.45 N 20.8111 12.1295
32.46 N 20.9524 12.2359
32.47 N 19.4629 12.5912
32.48 N 20.8907 12.2811
32.49 N 19.8753 11.9773
32.50 N 21.1089 12.2764
32.51 N 21.4264 12.2007
32.52 N 19.1589 14.6831
32.53 N 20.9999 15.5728
32.54 N 21.1123 14.6257
32.55 N 21.0246 15.3108
32.56 N 20.0961 16.3849
32.57 N 19.3824 15.3357
32.58 N 22.1129 17.0773
32.59 N 20.6566 17.4654
32.60 N 20.3409 17.4996
32.61 N 21.6518 17.5073
32.62 N 20.7451 17.6226
32.63 N 20.3050 17.2112
32.64 N 18.8119 16.2766
32.65 N 18.8803 15.7770
32.66 N 19.8302 17.4202
32.67 N 18.4623 18.9753
32.68 N 17.8351 18.0121
32.69 N 16.6062 17.4918
32.70 N 17.1177 17.5751
32.71 N 17.3967 15.5249
32.72 N 16.4308 15.2184
32.73 N 17.4755 15.4467
32.74 N 18.2087 16.2207
32.75 N 20.4794 18.2102
32.76 N 18.1642 18.9374
32.77 N 17.4478 20.1869
32.78 N 18.5501 19.9947
32.79 N 15.7734 18.8262
32.80 N 15.3106 18.4433
32.81 N 17.2319 18.7883
32.82 N 15.4311 19.1197
32.83 N 15.2160 19.0947
32.84 N 16.2809 17.6612
32.85 N 15.0911 17.0423
32.86 N 14.7067 16.7292
32.87 N 15.0226 14.9635
32.88 N 15.2530 15.3413
32.89 N 15.7509 15.5185
32.90 N 16.3788 15.7433
32.91 N 17.8627 16.1915
32.92 N 16.9780 17.0317
32.93 N 15.7333 18.5170
32.94 N 16.7699 18.2459
32.95 N 15.2600 18.0356
32.96 N 15.0925 19.2230
32.97 N 14.6884 18.7921
32.98 N 15.9334 17.7300
32.99 N 17.4873 17.9762
33.00 N 16.9941 15.9466
33.01 N 16.0268 15.0716
33.02 N 15.8646 13.9486
33.03 N 16.9314 15.4197
33.04 N 17.6430 16.5174
33.05 N 18.4763 16.1010
33.06 N 21.1877 17.0964
33.07 N 19.7805 16.6204
33.08 N 18.9323 16.9231
33.09 N 19.5735 17.8786
33.10 N 18.8565 16.4833
33.11 N 20.3507 16.6568
33.12 N 19.4637 18.2469
33.13 N 19.5946 18.2358
33.14 N 19.9095 18.2115
33.15 N 18.3306 17.6753
33.16 N 18.4780 17.2756
33.17 N 17.9432 15.4496
33.18 N 17.9382 15.6512
33.19 N 16.8733 15.4499
33.20 N 18.7374 16.8703
33.21 N 18.3482 15.3369
33.22 N 16.6659 14.0881
33.23 N 16.3033 13.2684
33.24 N 15.0793 13.4785
33.25 N 15.8662 11.0498
33.26 N 14.0389 10.6810
33.27 N 15.1025 10.4596
33.28 N 15.1500 10.8629
33.29 N 15.2599 10.1783
33.30 N 14.6979 9.1457
33.31 N 14.2761 10.5179
33.32 N 14.6640 9.1195
33.33 N 14.9058 8.6699
33.34 N 15.5009 9.5679
33.35 N 15.6054 7.8917
33.36 N 15.0496 7.3219
33.37 N 13.2625 6.5487
33.38 N 14.3711 6.7803
33.39 N 14.2545 7.2839
33.40 N 14.2662 6.2169
33.41 N 14.4602 6.7172
33.42 N 14.3848 7.0854
33.43 N 13.6737 6.7036
33.44 N 14.2855 5.7228
33.45 N 15.3818 5.8998
33.46 N 17.2931 9.2229
33.47 N 15.0555 8.0068
33.48 N 15.2120 7.3605
33.49 N 14.3372 6.6452
33.50 N 15.0143 7.4153
33.51 N 16.3041 8.8355
33.52 N 14.9988 6.6173
33.53 N 15.3726 7.8372
33.54 N 16.1393 8.1182
33.55 N 16.8677 8.2261
33.56 N 17.2535 9.8181
33.57 N 14.9513 9.4408
33.58 N 15.0044 9.4876
33.59 N 15.4091 8.2208
33.60 N 14.5121 6.7035
33.61 N 14.1953 6.3999
33.62 L 12.8334 3.9408
33.63 N 12.5813 4.6058
33.64 N 12.4004 4.2441
33.65 L 12.1340 3.4974
33.66 L 12.6889 3.9630
33.67 L 12.5892 3.7165
33.68 L 12.2827 3.8734
33.69 L 11.1639 3.8847
33.70 L 10.5700 3.7053
33.71 L 11.2979 3.3717
33.72 N 13.2029 4.1984
33.73 N 12.2227 4.1959
33.74 N 12.4343 4.6486
33.75 N 13.2950 5.3561
33.76 N 12.0911 4.1978
33.77 N 12.8911 4.0852
33.78 L 11.4784 3.7450
33.79 L 12.2846 3.6005
33.80 L 11.5324 3.7544
33.81 L 11.5224 3.9993
33.82 N 12.4848 4.0589
33.83 L 11.6514 3.9939
33.84 L 11.0536 3.3089
33.85 N 9.1330 4.4548
33.86 L 7.3951 3.8697
33.87 N 8.8252 4.0848
33.88 L 8.2319 3.9222
33.89 N 7.9405 4.6738
33.90 N 8.9141 4.8646
33.91 N 8.9520 6.4380
33.92 N 9.9629 6.3647
33.93 N 11.9938 5.8414
33.94 N 13.9677 7.8210
33.95 N 15.1707 7.5012
33.96 N 13.2577 6.4750
33.97 N 13.8221 5.5966
33.98 N 15.2963 8.7459
33.99 N 15.5799 8.2010
34.00 N 15.5826 8.9693
34.01 N 15.9759 8.5526
34.02 N 13.8332 10.4369
34.03 N 13.0597 9.0945
34.04 N 11.9057 9.1206
34.05 N 13.2025 10.0924
34.06 N 14.1775 11.1555
34.07 N 12.8533 10.9044
34.08 N 12.5170 10.8595
34.09 N 12.5247 9.6379
34.10 N 11.7955 10.2880
34.11 N 13.4730 11.5585
34.12 N 15.2291 11.0769
34.13 N 14.0379 10.1731
34.14 N 13.3202 10.8184
34.15 N 12.3076 10.9937
34.16 N 11.9143 10.8221
34.17 N 13.3019 11.6721
34.18 N 12.1034 9.2087
34.19 N 10.5932 8.7051
34.20 N 10.0919 7.8745
34.21 N 10.9004 6.8502
34.22 N 10.7959 6.4616
34.23 N 11.0293 7.1131
34.24 N 11.2600 5.4713
34.25 N 10.0247 7.3546
34.26 N 10.4835 8.2010
34.27 N 10.4414 8.8280
34.28 N 9.6977 8.8060
34.29 N 10.5215 8.6838
34.30 N 8.8103 7.0173
34.31 N 8.4948 8.9736
34.32 N 9.9588 8.3739
34.33 N 10.0554 8.0258
34.34 N 10.5921 9.2949
34.35 N 11.0015 11.9321
34.36 N 9.8302 11.5127
34.37 N 9.7579 11.1001
34.38 N 8.5456 11.3484
34.39 N 8.9216 10.7516
34.40 N 8.3069 9.6705
34.41 N 8.2148 10.4745
34.42 N 10.3740 11.1957
34.43 N 9.2608 12.4859
34.44 N 8.5921 12.8848
34.45 N 8.4318 13.2478
34.46 N 7.4907 12.9694
34.47 N 8.0500 13.9502
34.48 N 8.3513 14.3837
34.49 N 6.2846 12.0241
34.50 N 7.0070 12.8690
34.51 N 8.0194 12.4042
34.52 N 8.8214 13.4031
34.53 N 8.7381 14.7845
34.54 N 8.8878 14.0711
34.55 N 9.4250 14.3070
34.56 N 11.3897 14.1031
34.57 N 10.5030 14.5860
34.58 N 11.7328 16.2282
34.59 N 12.1236 14.7901
34.60 N 12.8035 14.9372
34.61 N 11.7675 14.5396
34.62 N 11.4086 14.6295
34.63 N 9.5689 12.4780
34.64 N 7.6598 10.4566
34.65 N 9.2077 11.6329
34.66 N 10.6553 12.4663
34.67 N 10.2722 11.0633
34.68 N 7.6465 8.8124
34.69 N 9.4568 11.2372
34.70 N 10.4417 10.0738
34.71 N 8.7347 10.3091
34.72 N 10.2580 8.5776
34.73 N 8.7846 8.1725
34.74 N 8.8363 7.6785
34.75 N 10.0501 7.2508
34.76 N 9.9459 8.5519
34.77 N 9.9653 8.1290
34.78 N 9.3751 7.1642
34.79 N 8.4512 6.5746
34.80 N 8.0103 9.8471
34.81 N 9.2389 8.9323
