#Frame   SLAHS[native] SLAHS[nonnative] SLAHS[mindist] SLAHS[maxdist]
       1            15                0         3.2741        20.4257
       2             9               18         3.1428        19.2499
       3            13                9         3.2624        17.3510
       4             7               21         3.0350        18.6340
       5             5               14         3.3313        20.7338
       6             5               13         3.2207        20.5137
       7             9               26         3.1338        18.8147
       8             6                6         3.1523        18.5782
       9             2               10         3.5024        19.8770
      10             5               23         2.9911        19.1038
      11             5               20         2.9390        21.2079
      12             5               21         3.1856        19.5035
      13            11               17         3.2184        18.6956
      14             9               13         3.0851        18.8863
      15             3               10         3.0824        19.3324
      16             7               11         3.3162        20.4059
      17             6                7         3.1689        20.0817
      18             8               16         3.3249        19.1532
      19             6               15         3.1123        20.8887
      20             3                9         3.5111        20.8298
      21             3               17         3.3800        20.8994
      22             4                7         3.4351        20.7573
      23             4               17         3.2175        21.2763
      24             5               18         3.0438        20.6645
      25             5               13         3.2928        20.1780
      26             5               21         3.2112        19.5423
      27             7               12         3.0852        19.1364
      28             5               13         2.9942        20.3768
      29             5               12         3.0883        20.4215
      30             4               17         3.1840        19.9138
      31             3                3         3.8510        19.7875
      32             3               18         2.9505        19.4087
      33             2               14         3.2287        21.2324
      34             4               22         3.0593        19.3544
      35             2               16         3.3022        19.8445
      36             8               30         3.0254        20.0280
      37             2               14         3.0940        19.5748
      38             2               11         3.1027        18.6320
      39             5               16         3.0176        18.7753
      40             2               21         2.9901        17.7845
      41             3               14         3.1281        18.9902
      42             7               17         3.0417        18.8952
      43             7               13         3.2727        18.7767
      44             4               11         3.2084        18.4716
      45             4               15         3.0301        19.6535
      46            11               14         3.1396        19.3423
      47             4               20         3.1847        18.7894
      48             5               16         3.0164        17.5049
      49             3               20         3.3125        16.8244
      50             4               17         3.3773        17.3867
      51             5               17         3.3181        19.8009
      52             5               12         3.3017        19.0491
      53             6               18         3.3354        18.5878
      54             5               18         3.2132        19.5222
      55             5               16         3.1769        18.7460
      56             2                6         3.6444        18.0748
      57             4                8         3.4399        18.3696
      58             4               12         3.3416        20.1429
      59             4                7         3.2279        21.4877
      60             4                8         3.5148        19.3723
      61             9               13         3.1086        18.7984
      62             3                2         3.4508        18.1177
      63            11               14         2.9585        19.2192
      64             8               20         2.9533        19.1674
      65             7                9         3.1312        18.7760
      66             6               15         3.2892        18.0019
      67             7               13         3.0963        18.7643
      68             4                9         3.5066        19.1480
      69             6               15         3.2098        18.7892
      70             3                6         3.3558        18.5717
      71             7               16         3.1880        18.9025
      72             3                9         3.0124        19.4257
      73             8               20         3.1541        18.9194
      74            10               14         3.2760        17.5322
      75            11               33         2.8369        16.3160
      76            10               23         2.7994        15.4484
      77            14               21         3.0884        15.9019
      78             8               16         3.3789        16.3290
      79             7               17         3.1545        16.5955
      80             4               14         3.3069        15.4308
      81             2                9         3.6733        15.7399
      82             5               20         3.1652        15.7894
      83             6               10         3.5016        15.6434
      84             6               13         3.1077        15.9527
      85             8               18         3.0649        17.1969
      86             9               27         3.0302        16.8291
      87             5               20         3.3213        17.9556
      88             6                6         3.2073        19.0565
      89             0                7         3.4851        16.7516
      90             2               20         3.0228        17.2613
      91             1               15         3.3497        16.8550
      92             1               14         3.1180        16.4123
      93             3               32         3.1620        17.5772
      94             1               27         3.0922        17.4219
      95             0               28         3.1287        16.2485
      96             1               19         3.0066        16.7552
      97             0               10         3.5257        16.7742
      98             0                9         3.5292        16.6860
      99             0               12         3.1121        16.1118
     100             3               23         2.9645        17.0458
     101             1               29         2.9470        15.3406
     102             6               19         2.8383        16.4215
     103             1               15         3.1708        16.4246
     104             2               24         3.0240        16.6065
     105             7               14         3.2084        17.4476
     106             1               34         3.2741        15.9468
     107             1               17         3.0864        16.5166
     108             0               19         3.2153        14.9796
     109             0               26         2.9107        16.3224
     110             0               21         3.1556        16.3324
     111             0               25         3.2155        14.9786
     112             1               22         3.2298        14.7873
     113             0               12         3.2530        15.6330
     114             0               17         3.3164        16.3230
     115             0               25         3.2666        15.9634
     116             0               12         3.2905        15.1827
     117             1               14         3.5078        15.4560
     118             1               23         3.1802        15.5790
     119             2               30         2.8262        15.1998
     120             0               11         3.2736        15.4644
     121             0               12         3.4030        14.8000
     122             1                4         3.4655        17.1088
     123             2               19         3.2619        17.1531
     124             2               15         3.2877        15.8317
     125             1               18         3.1397        16.6771
     126             2               18         3.1377        15.1748
     127             0               29         2.9140        13.9013
     128             1               19         3.0567        13.9079
     129             1               16         3.3746        16.0771
     130             4               18         3.2184        15.0393
     131             2               31         3.1864        15.7706
     132             3               29         2.8299        15.5079
     133             1               26         2.7725        14.4871
     134             3               19         2.9450        15.7112
     135             2               36         3.1025        14.9261
     136             0                8         3.2460        14.5742
     137             2               36         3.0702        14.9122
     138             1               36         2.9881        15.0278
     139             1               28         3.0575        15.6456
     140             1               27         2.8488        15.8548
     141             1               22         2.9783        16.1352
     142             1               34         2.8868        15.0783
     143             1               32         3.1529        14.5177
     144             1               18         3.2696        15.3014
     145             2               24         3.2012        15.3302
     146             1               25         3.2144        15.2289
     147             2               29         2.9842        14.9851
     148             1               26         3.1306        15.2047
     149             2               31         3.0406        16.2346
     150             0               19         3.5562        16.3646
     151             2               18         3.2529        17.8237
     152             1               13         3.4129        16.5701
     153             1               12         3.1572        16.7163
     154             2               14         3.0382        17.6097
     155             8               15         3.1576        18.6689
     156             8               14         3.3573        18.7824
     157             7               14         3.0689        18.3756
     158             6               14         3.2654        18.3886
     159             3               11         3.1611        20.5315
     160             6               11         3.1620        19.9101
     161            10               12         3.0267        20.3470
     162             5               16         3.0561        19.1544
     163             6               16         2.9438        19.0694
     164             2               18         3.1152        18.2671
     165             6                6         3.1091        18.3586
     166             3               13         3.4638        18.6980
     167             8               20         3.1491        17.9938
     168             4               18         2.9833        17.4663
     169             5               26         3.0706        17.5753
     170             0                7         3.5807        16.7246
     171             0               23         3.0664        17.2534
     172             1               19         3.1900        17.0937
     173             0                1         3.9313        17.3073
     174             1               12         3.6077        17.6953
     175             0               16         3.3078        17.8767
     176             1               20         3.0923        17.6282
     177             1               13         3.1893        17.6515
     178             4               20         3.0747        16.5244
     179             2                8         3.2385        17.1640
     180             3                6         3.4373        17.7052
     181             7               17         3.1133        18.8581
     182             6                9         3.1846        17.9759
     183             2                4         3.6994        18.9460
     184             9               12         3.1292        18.9368
     185             8               10         3.3037        19.2062
     186             5               12         3.0900        18.5511
     187             2               35         3.2749        16.1168
     188             3               25         3.0858        16.9960
     189             2               28         2.8008        16.6296
     190             1               16         3.2419        17.3700
     191             0               17         3.1885        16.9734
     192             1               32         3.0825        15.9556
     193             0               23         2.9749        15.0137
     194             1               22         3.3925        16.4505
     195             0               31         3.1027        15.8106
     196             1               41         3.0920        15.5441
     197             0               28         3.1289        16.0179
     198             0               16         2.9392        15.9945
     199             0               19         3.2398        15.7819
     200             0               40         2.9905        15.0381
     201             0               22         3.1204        16.6885
     202             0               22         3.1912        15.2299
     203             0               27         3.0991        15.9926
     204             0               22         3.2672        15.5185
     205             0               14         3.2977        15.8512
     206             0               33         3.2070        15.5755
     207             0               34         3.0857        14.7903
     208             0               22         3.2837        16.0503
     209             0               15         3.2585        16.3007
     210             0               18         3.1539        16.3284
     211             1               12         3.1528        16.1964
     212             0               33         3.1394        16.3107
     213             1               33         3.2104        15.5156
     214             1               13         3.3389        16.1262
     215             0               12         3.4348        16.2422
     216             0               28         2.8441        15.8675
     217             0               29         2.9804        15.0069
     218             0               31         3.1097        15.1856
     219             0               32         3.0240        14.5709
     220             0               40         2.9998        15.3715
     221             0               32         3.0523        14.5163
     222             0               30         3.1509        14.1534
     223             0               22         3.2524        14.3158
     224             0               21         3.0745        15.0209
     225             0               31         2.9539        15.6370
     226             0               22         3.2539        14.8641
     227             0               30         2.8544        15.7226
     228             0               34         3.0327        15.3590
     229             0               24         3.1849        15.3915
     230             0               27         3.2287        14.3233
     231             0               25         3.0781        15.6327
     232             0               26         3.3059        15.7029
     233             0               17         3.3120        14.9146
     234             0               31         3.0679        15.3053
     235             0               32         3.3733        16.1860
     236             0               14         3.3569        17.0455
     237             0               16         3.1568        15.9101
     238             1               19         3.0904        15.4568
     239             0               14         3.2605        14.7884
     240             0               18         3.0785        14.9395
     241             0               22         2.8867        15.1568
     242             0               27         3.1614        15.5452
     243             0               23         3.3003        15.1394
     244             0               17         3.4888        15.7870
     245             0               22         3.3022        15.9290
     246             0               30         2.7580        16.0258
     247             0               14         3.1171        15.4873
     248             0               13         3.4434        16.4771
     249             0               21         3.3543        16.1496
     250             0               25         3.0471        16.3996
     251             0               29         3.1997        16.5842
     252             0               14         3.4859        16.7267
     253             0               10         3.4010        15.6649
     254             0               21         3.3077        16.9632
     255             0               22         3.2600        15.6633
     256             0               10         3.5988        15.2121
     257             1               23         2.8188        15.5891
     258             0               18         3.1435        15.3241
     259             0               15         3.2903        16.5930
     260             0               20         3.1707        16.2423
     261             0               19         3.1271        15.5027
     262             0               27         3.0145        15.6265
     263             0               17         3.4191        15.3703
     264             0               26         3.3865        15.5752
     265             0               23         3.3547        15.2333
     266             0               28         3.3031        15.5111
     267             0               29         3.2730        15.2212
     268             0               28         3.1710        15.3610
     269             0               20         3.2647        16.3518
     270             0               33         3.0074        16.7200
     271             0               24         3.0306        16.4809
     272             0               31         3.1609        16.2581
     273             0               25         3.3630        14.8550
     274             0               20         3.2413        16.0291
     275             0               21         3.2390        16.0223
     276             0               24         3.2679        15.8716
     277             0               24         3.2117        15.5414
     278             0               30         2.8172        15.1250
     279             0               28         3.1919        14.8830
     280             0               23         3.2677        16.0850
     281             0               23         2.8757        15.9964
     282             0               32         2.8308        16.0289
     283             0               36         2.8532        15.8954
     284             0               22         3.3023        16.4881
     285             0               24         3.3354        16.3461
     286             0               21         3.0404        16.8614
     287             0               18         3.3470        18.2719
     288             0               16         3.2862        17.2424
     289             0               16         3.6176        17.6250
     290             0                8         3.4905        18.4569
     291             0               25         3.3360        16.8887
