frame,time_ns,mic_min_atom_atom_A,mic_centroid_separation_A,raw_min_atom_atom_A,raw_centroid_separation_A,box_a_A,box_b_A,box_c_A
58,0.58,5.355404821476244,12.168912047711327,5.355404719595983,12.168912047711327,38.77772,36.38657,41.08654
59,0.59,5.522978657576702,11.953117309920367,5.522978619897515,11.953117309920367,38.91059,36.511246,41.22732
60,0.6,5.026589090313435,11.430428902461408,5.026589249850895,11.430428902461408,38.81043,36.417255,41.121193
61,0.61,4.86654766750656,11.40819401388043,4.866547721174752,11.40819401388043,38.861523,36.465202,41.17533
62,0.62,5.177709943646506,11.350256357217297,5.177709882156868,11.350256357217297,38.77735,36.38622,41.086147
63,0.63,5.446274976947837,11.144834131102103,5.446274802766182,11.144834131102103,38.68751,36.30192,40.99096
64,0.64,4.889633630546791,11.540582488477982,4.889633716832241,11.540582488477982,38.873127,36.47609,41.187622
65,0.65,5.375010389654901,11.902928489067959,5.375010553830458,11.902928489067959,38.725094,36.337185,41.030777
66,0.66,5.473202822614198,11.770303525279376,5.473202632039415,11.770303525279376,38.786167,36.394493,41.095486
67,0.67,5.098833329824302,11.826537796396476,5.0988333708247975,11.826537796396476,38.82044,36.42665,41.131798
68,0.68,5.460981735772587,11.817888541167164,5.460981805010234,11.817888541167164,38.82626,36.432114,41.137966
69,0.6900000000000001,4.9437122134139315,11.692934958250273,4.943712171570502,11.692934958250273,38.764862,36.3745,41.07291
70,0.7000000000000001,4.453679620925428,11.272324539305364,4.453679527148272,11.272324539305362,38.79367,36.401535,41.10344
71,0.71,5.047443086133118,11.619661083090651,5.0474430588774695,11.619661083090651,38.783077,36.391594,41.092213
72,0.72,4.228334472768151,10.411962010976806,4.228334486898343,10.411962010976806,38.923225,36.523098,41.240704
73,0.73,3.700561463591968,10.026013066398008,3.7005614241942415,10.026013066398008,38.750404,36.360935,41.057594
74,0.74,4.50534491274765,10.230277015027292,4.505344911484644,10.230277015027292,38.914577,36.514984,41.231544
75,0.75,5.2140028247090795,10.616532094405244,5.214002854260365,10.616532094405244,38.745564,36.35639,41.052467
76,0.76,4.751597717594442,11.003418059879893,4.751597749212642,11.003418059879893,38.769382,36.378742,41.077705
77,0.77,4.507047733580031,10.983710160129457,4.507047651529003,10.983710160129457,38.7476,36.358303,41.054623
78,0.78,5.415033033535087,11.669385886966364,5.415032953995708,11.669385886966362,38.7375,36.348824,41.04392
79,0.79,5.248193262960852,11.256382834452296,5.248193376936269,11.256382834452296,38.69519,36.309124,40.999092
80,0.8,5.730277761663223,11.62862680017968,5.730277757659033,11.62862680017968,38.913155,36.51365,41.230034
81,0.81,4.751813180987625,10.628781051713103,4.751813185268445,10.628781051713103,38.757412,36.36751,41.06502
82,0.8200000000000001,5.345041445843204,11.280871653767258,5.3450415459783125,11.280871653767258,38.780724,36.389385,41.089718
83,0.8300000000000001,5.594680117412246,11.499870764938482,5.594679981379258,11.499870764938482,38.828083,36.433826,41.1399
84,0.84,4.416914716414265,11.27822141131358,4.416914673774015,11.27822141131358,38.866016,36.469418,41.18009
85,0.85,4.36986516615622,11.065874639605687,4.369865196669786,11.065874639605687,38.81443,36.421013,41.125435
86,0.86,5.53026955340961,11.74889478205239,5.530269510349608,11.748894782052393,38.809772,36.416645,41.1205
87,0.87,5.913848993273939,11.43583608869523,5.913849155910761,11.43583608869523,38.7465,36.35727,41.053455
88,0.88,6.003583839674679,11.89649710267796,6.003583864235645,11.89649710267796,38.68956,36.303844,40.99313
89,0.89,5.337086521426463,11.287697513522204,5.337086398315447,11.287697513522206,38.696968,36.310795,41.000977
90,0.9,5.0944907662639904,11.1803417694159,5.094490891307866,11.1803417694159,38.68913,36.303436,40.992672
91,0.91,5.110642689766773,11.254365394225765,5.110642736229962,11.254365394225765,38.8736,36.476536,41.188126
92,0.92,5.54445198985539,11.637750311736005,5.544452071999288,11.637750311736005,38.841732,36.44663,41.154358
93,0.93,5.034367069915985,11.537694739819319,5.034367055783804,11.537694739819319,38.64173,36.258965,40.94245
94,0.9400000000000001,5.378252019090359,11.112027038788883,5.37825217664432,11.11202703878888,38.89897,36.500343,41.215008
95,0.9500000000000001,5.423273321543304,11.714639389321558,5.4232733798831,11.714639389321558,38.750633,36.36115,41.05784
96,0.96,6.020993881158774,11.972509124129127,6.020993902413971,11.972509124129127,38.73141,36.343113,41.037468
97,0.97,4.9937632224320785,12.763815925639262,4.9937630622102995,12.763815925639262,38.877766,36.480442,41.19254
98,0.98,5.454068250640245,12.64639008185059,5.454068203896136,12.64639008185059,38.844368,36.449104,41.157154
99,0.99,5.607681533989417,11.79630011905774,5.607681426836715,11.796300119057738,38.5627,36.184803,40.85871
100,1.0,5.147100691175792,11.624669676332374,5.147100734455566,11.624669676332374,38.612694,36.231716,40.911682
101,1.01,4.588068308692519,11.110670711969082,4.588068392605009,11.110670711969082,38.811916,36.41865,41.12277
102,1.02,5.028900323175737,11.833916944628884,5.028900220883657,11.833916944628884,38.854588,36.458694,41.16798
103,1.03,4.594916456744015,11.993530772184412,4.594916328910644,11.993530772184412,38.870014,36.473167,41.184326
104,1.04,4.338405176014279,11.646842827140178,4.3384050624271895,11.646842827140178,38.838387,36.44349,41.150814
105,1.05,4.710183964299472,11.517218522156547,4.710183914824531,11.517218522156545,38.7264,36.33841,41.03216
106,1.06,5.069842403596097,12.057078359864727,5.069842348941248,12.057078359864727,38.81807,36.424427,41.129288
107,1.07,5.438018363281625,12.57523635004679,5.438018247677969,12.57523635004679,38.766426,36.37597,41.074574
108,1.08,5.027095131629896,13.4888411998879,5.027095066085988,13.488841199887899,38.66462,36.28044,40.966705
109,1.09,5.136748321728627,12.489104612354618,5.136748375950074,12.489104612354618,38.75503,36.365276,41.062496
110,1.1,5.667612768863801,12.477211757128996,5.667612799623756,12.477211757128996,38.803944,36.41117,41.114323
111,1.11,5.9639453138846505,12.142863088045546,5.963945278441596,12.142863088045546,38.866055,36.46945,41.18013
112,1.12,5.935848798405605,13.198263993114274,5.935848857798464,13.198263993114276,38.7035,36.31692,41.007896
113,1.1300000000000001,5.756282124697461,13.691357884246552,5.756282081105625,13.691357884246552,38.80846,36.415413,41.11911
114,1.1400000000000001,5.111586469549729,13.069707355431367,5.111586490612956,13.069707355431367,38.84397,36.44873,41.15673
115,1.1500000000000001,5.378760302194145,13.428257027759178,5.378760300544226,13.428257027759178,38.87475,36.47761,41.189342
116,1.16,6.023251408641846,13.377601333494486,6.023251454444228,13.377601333494486,38.718685,36.331173,41.023987
117,1.17,5.24897857621666,12.18547980246025,5.248978680777558,12.18547980246025,38.874344,36.47723,41.18891
118,1.18,5.3366819401478205,12.043007174485833,5.336681796835413,12.043007174485833,38.7326,36.344227,41.03873
119,1.19,5.702104567824942,12.649958765957805,5.70210439137599,12.649958765957805,39.010616,36.6051,41.333298
120,1.2,5.339670300714469,12.930097045922803,5.339670323565386,12.930097045922803,38.891853,36.493664,41.207466
121,1.21,5.225494881222268,13.056738725711613,5.225494866050857,13.056738725711613,38.838722,36.443806,41.151173
122,1.22,5.048256791306186,12.418437308504833,5.04825665125447,12.418437308504833,38.793026,36.40093,41.102757
123,1.23,5.435836649013133,12.454755634916946,5.435836551894518,12.454755634916946,38.981346,36.577633,41.302284
124,1.24,5.561867366187133,12.43248298443754,5.561867291178081,12.432482984437538,38.821453,36.4276,41.132874
125,1.25,5.9475097976205396,12.569393575281842,5.947509699625001,12.569393575281842,38.830452,36.436047,41.142406
126,1.26,5.984740118774944,13.224282004231906,5.984740155136096,13.224282004231904,38.87806,36.480717,41.19285
127,1.27,5.8427901773245186,12.387984558287092,5.842790148427282,12.387984558287092,38.671963,36.28733,40.974483
128,1.28,5.497651272096818,12.603417215643205,5.497651356185946,12.603417215643205,38.910652,36.511303,41.227386
129,1.29,5.053265877883082,11.671188569513475,5.053265983067651,11.671188569513475,38.80086,36.40828,41.111057
130,1.3,4.958064194215449,11.685037183130571,4.95806405370358,11.685037183130571,38.691498,36.30566,40.99518
131,1.31,5.427484109579909,12.057517011605347,5.427484130471265,12.057517011605347,38.88131,36.48377,41.196293
132,1.32,4.693966428115945,11.375402629265487,4.693966322165495,11.375402629265487,38.865868,36.46928,41.179935
133,1.33,4.853347177543303,11.007931028855175,4.85334710415517,11.007931028855175,38.725174,36.33726,41.03086
134,1.34,5.286499959152319,11.640054921334185,5.286500118735615,11.640054921334185,38.919044,36.519173,41.236275
135,1.35,5.369949392669671,11.641449284257392,5.369949376492149,11.641449284257392,38.93687,36.535904,41.25516
136,1.36,3.930671957501945,11.858384661988676,3.930671916171027,11.858384661988676,39.020798,36.614655,41.34409
137,1.37,4.194758537191995,11.909511641618833,4.194758534488723,11.909511641618833,38.667747,36.283375,40.970016
138,1.3800000000000001,4.158899082739159,11.869021937008542,4.158899090078431,11.869021937008542,38.754776,36.365036,41.062225
139,1.3900000000000001,3.87445983635534,12.31353365692822,3.8744599209530315,12.313533656928222,38.781773,36.39037,41.09083
140,1.4000000000000001,4.601292870129378,12.838350771336918,4.601292893913936,12.838350771336918,38.8003,36.407757,41.110462
141,1.41,4.998043683918544,12.7868121637223,4.998043713642627,12.7868121637223,38.77444,36.383488,41.08306
142,1.42,5.194802324288353,13.589714333867544,5.194802350030768,13.589714333867544,38.840992,36.44594,41.153576
143,1.43,5.145784437105441,13.41431218340172,5.1457844703950535,13.41431218340172,38.679928,36.294804,40.98292
144,1.44,5.048337042582877,13.121026458464305,5.048337057473138,13.121026458464303,38.914207,36.514637,41.23115
145,1.45,5.08668802434442,12.151681571471075,5.086688032215582,12.151681571471075,38.78802,36.396233,41.097454
146,1.46,5.723332297381101,12.40504085647924,5.723332405781194,12.405040856479241,38.79789,36.40549,41.107906
147,1.47,5.469600267127357,12.593858381735535,5.469600218574238,12.593858381735535,38.830345,36.435944,41.142296
148,1.48,4.59264700532908,11.620264104644564,4.59264702706531,11.620264104644566,38.780624,36.38929,41.08961
149,1.49,5.0097677574023765,12.189241765458547,5.0097677124860445,12.189241765458547,38.883873,36.486176,41.199013
150,1.5,5.326560321901913,11.689119069651628,5.3265603212351245,11.689119069651628,38.57273,36.194218,40.869343
151,1.51,5.284080914382178,11.616542958190793,5.284080931496244,11.616542958190797,38.77537,36.384365,41.08405
152,1.52,5.362163166462803,12.419497678328193,5.362163323336915,12.419497678328193,38.78195,36.390537,41.091022
153,1.53,5.08748822432756,12.023914864999544,5.087488213119488,12.023914864999544,38.93133,36.530704,41.249294
154,1.54,5.474568882941056,12.107813254720813,5.474568896777378,12.107813254720815,38.918995,36.51913,41.236225
155,1.55,4.810986665093786,11.619164038563099,4.810986799839776,11.619164038563099,38.809868,36.41673,41.120598
156,1.56,5.002754043935624,12.004709244776274,5.002754039152965,12.004709244776274,38.881863,36.484287,41.19688
157,1.57,4.788251915060094,11.662753969423086,4.788252009462899,11.662753969423086,38.891243,36.493088,41.206818
158,1.58,5.526413700588942,12.279758063533754,5.526413531877062,12.279758063533754,38.7753,36.384293,41.08397
159,1.59,5.285134347285054,11.387405369462464,5.285134530722461,11.387405369462462,38.87665,36.479397,41.19136
160,1.6,4.903094976892113,12.215644574961702,4.903094880903928,12.215644574961702,38.920284,36.520336,41.237587
161,1.61,5.005704760581679,12.19750409574318,5.005704699985224,12.19750409574318,38.751713,36.36216,41.05898
162,1.62,5.410203815009794,12.080971974215068,5.410203693948091,12.080971974215068,38.74897,36.35959,41.056076
163,1.6300000000000001,4.980222772453145,12.004897704515251,4.980222775483773,12.004897704515251,38.80801,36.41499,41.11863
164,1.6400000000000001,5.781191235427768,11.737514207355206,5.781191304885799,11.737514207355206,38.81741,36.42381,41.12859
165,1.6500000000000001,5.307106905677292,11.853127277280315,5.307106844552499,11.853127277280315,38.67342,36.2887,40.97603
166,1.6600000000000001,4.948093653917204,11.427554380570394,4.9480936523133945,11.427554380570392,38.792835,36.40075,41.102554
167,1.67,5.210001038233136,12.052558366355065,5.210001047921914,12.052558366355065,38.805904,36.413013,41.116398
168,1.68,5.004955751065085,11.479869456513164,5.00495568055522,11.479869456513164,38.93068,36.530094,41.248604
169,1.69,5.684680495045276,12.120689185796357,5.68468058013696,12.120689185796357,38.79388,36.40173,41.10366
170,1.7,5.826634766673501,13.06963437059299,5.826634646400499,13.06963437059299,38.78185,36.39044,41.09091
171,1.71,5.23727147138143,12.9314610768586,5.237271572767921,12.9314610768586,38.71351,36.326313,41.0185
172,1.72,6.095914602873885,13.545734036027566,6.09591475928778,13.545734036027566,38.854935,36.45902,41.16835
173,1.73,5.588024392681682,12.258775432744281,5.588024540431202,12.25877543274428,38.643314,36.26045,40.94413
174,1.74,5.779813542242487,12.59766192562348,5.779813612038537,12.59766192562348,38.762016,36.37183,41.069897
175,1.75,5.341479382862725,11.96047251883151,5.341479397572457,11.96047251883151,38.796474,36.404167,41.10641
176,1.76,5.630850624118167,13.131100938234608,5.630850802881477,13.131100938234608,38.828808,36.4345,41.140667
177,1.77,5.4797140206786965,13.018018174468883,5.479713944125971,13.018018174468882,38.748142,36.35881,41.0552
178,1.78,4.537704088066482,13.009385641073461,4.537704144204724,13.009385641073461,38.956867,36.55467,41.276352
179,1.79,5.160912916558092,12.714291265192093,5.160912919585528,12.714291265192093,38.811104,36.41789,41.121906
180,1.8,4.683708985755673,12.450888888137335,4.683708979988762,12.450888888137335,38.802174,36.40951,41.11245
181,1.81,5.2563811411778,12.919210642138106,5.256381280645563,12.919210642138104,38.80132,36.40871,41.11154
182,1.82,4.966189765507485,14.009035717555449,4.966189807527093,14.009035717555449,38.795223,36.40299,41.105083
183,1.83,4.638908491479064,13.05454343716589,4.638908531558787,13.05454343716589,38.815704,36.42221,41.126785
184,1.84,5.65037418012125,13.424878980120447,5.650374214092551,13.424878980120447,38.791836,36.39981,41.10149
185,1.85,5.13029213419001,13.46572324257629,5.130292150624856,13.46572324257629,38.716003,36.328655,41.021145
186,1.86,5.273879850930079,13.821094172411035,5.273879921155659,13.821094172411035,38.824787,36.43073,41.136406
187,1.87,5.1634618621950255,13.712434091097583,5.16346194784568,13.712434091097583,38.7575,36.36759,41.06511
188,1.8800000000000001,4.7235535155130925,13.57937216393161,4.723553586159694,13.57937216393161,38.783073,36.39159,41.092213
189,1.8900000000000001,4.948331355908569,13.985242840975397,4.948331420846638,13.985242840975397,38.778645,36.387432,41.087517
190,1.9000000000000001,5.225144298303242,14.659630308087525,5.225144148132923,14.659630308087525,38.791294,36.399303,41.10092
191,1.9100000000000001,5.060152675183938,13.919521699381544,5.060152668185729,13.919521699381544,38.808254,36.41522,41.118893
192,1.92,4.823842407662205,14.741149471067285,4.823842330173005,14.741149471067285,38.908337,36.50913,41.22493
193,1.93,5.56653818581824,14.14024418008574,5.566538166682455,14.14024418008574,38.779922,36.38863,41.08887
194,1.94,5.335906689427277,14.245024362436347,5.335906614568818,14.245024362436347,38.932785,36.53207,41.250835
195,1.95,2.8968759743431627,13.348357944722762,2.896875987128144,13.348357944722762,38.774055,36.38313,41.082653
196,1.96,4.8491167779866835,14.721973217778096,4.849116879860784,14.721973217778096,38.87299,36.47596,41.187477
197,1.97,4.478088870120534,14.334962366473325,4.478089019783072,14.334962366473327,38.714897,36.327618,41.019974
198,1.98,5.020496520228861,13.878378880865952,5.020496430483956,13.878378880865952,38.8562,36.46021,41.16969
199,1.99,4.820506523010706,13.695199299627195,4.820506536072033,13.695199299627191,38.70982,36.322853,41.014595
200,2.0,5.267456088745355,13.950286137275656,5.267456007375165,13.950286137275656,38.819805,36.426056,41.13113
201,2.0100000000000002,4.452420713516017,13.579313192217239,4.4524206777073,13.579313192217239,38.723103,36.33532,41.028667
202,2.02,4.515897283250349,14.295075462375959,4.515897311984441,14.295075462375959,38.854248,36.458374,41.16762
203,2.0300000000000002,4.658462512442689,13.962084524479856,4.658462415769813,13.962084524479856,38.814255,36.42085,41.125248
204,2.04,4.867875275965004,14.045046680904731,4.867875186218969,14.045046680904731,38.751415,36.36188,41.058666
205,2.05,4.310191299297239,13.347258488073805,4.310191241024058,13.347258488073805,38.83802,36.443146,41.15043
206,2.06,5.051994940629452,13.568322688991396,5.051994980115128,13.568322688991396,38.789505,36.39762,41.099022
207,2.07,5.117662243970453,13.327401246120198,5.117662256331025,13.3274012461202,38.689213,36.303516,40.99276
208,2.08,4.833886830431042,13.521336744834496,4.833886806531958,13.521336744834496,38.79655,36.404236,41.106487
209,2.09,5.187598111823167,13.63795189102038,5.187597998996616,13.63795189102038,38.774147,36.383213,41.082752
210,2.1,5.6900556752800995,13.93626415520456,5.690055750397803,13.93626415520456,38.715466,36.32815,41.020576
211,2.11,5.5670435157527125,13.994279154821081,5.567043596505527,13.99427915482108,38.8418,36.446693,41.154434
212,2.12,4.816596481637397,13.604274622923015,4.816596474511518,13.604274622923015,38.673023,36.288322,40.975605
213,2.13,5.920458599340075,14.84920719356615,5.920458569934832,14.84920719356615,38.754498,36.364777,41.06193
214,2.14,5.899658705624241,15.17240271387457,5.899658714845977,15.17240271387457,38.64358,36.260696,40.944412
215,2.15,5.9240800408518535,16.478847903382388,5.924079950438622,16.478847903382388,38.81785,36.42422,41.129055
216,2.16,5.442339438334215,15.365090784368679,5.442339325635426,15.36509078436868,38.79928,36.406796,41.10938
217,2.17,5.428890029003831,14.748754541198995,5.428890108796995,14.748754541198997,38.81998,36.42622,41.131313
218,2.18,4.743515733470764,14.56744222289706,4.743515589350313,14.56744222289706,38.83239,36.437866,41.144463
219,2.19,4.643618078342115,14.612477132887967,4.643618144022824,14.612477132887967,38.7959,36.403625,41.105797
220,2.2,3.3151202036439327,13.687068509828704,3.3151202000603592,13.687068509828702,38.90983,36.51053,41.226513
221,2.21,4.596950668567651,14.193390701330427,4.5969507612183165,14.193390701330426,38.755665,36.365868,41.063168
222,2.22,4.98606030563808,14.126021397247946,4.9860601725767495,14.126021397247948,38.80809,36.415066,41.118717
223,2.23,4.0746309130387,14.979336653887952,4.074630855338891,14.979336653887952,38.808994,36.415913,41.11967
224,2.24,5.188742041917494,14.340744761150724,5.188741893978768,14.340744761150724,38.76809,36.37753,41.076336
225,2.25,5.079443271002659,15.479014508303287,5.079443166905476,15.479014508303287,38.90153,36.502743,41.21772
226,2.2600000000000002,5.003356559528848,14.727897058433706,5.0033565232953725,14.727897058433706,38.875477,36.478294,41.190117
227,2.27,4.984262362860171,14.826686233827772,4.984262425942034,14.826686233827772,38.838047,36.443172,41.150455
228,2.2800000000000002,5.044566031236724,14.417261485242241,5.04456610206406,14.417261485242241,38.736942,36.348305,41.04333
229,2.29,4.962366603292089,13.08188836560024,4.962366518644325,13.08188836560024,38.760593,36.370495,41.06839
230,2.3000000000000003,5.4734499107549865,14.5911411422201,5.4734497989301065,14.5911411422201,38.89567,36.497246,41.21151
231,2.31,5.611326515715595,13.506350448370995,5.61132664082512,13.506350448370995,38.805984,36.413086,41.116486
232,2.32,5.667686800164117,14.634794936580807,5.6676867769299974,14.634794936580805,38.808914,36.415836,41.119587
233,2.33,5.9362900525845905,14.62624896557997,5.936290057145423,14.626248965579972,38.86063,36.464363,41.17438
234,2.34,5.348545498455727,13.883281186345956,5.348545582103467,13.883281186345956,38.675514,36.290665,40.978245
235,2.35,5.487211096209849,13.902905615590042,5.487211264690999,13.902905615590042,38.775063,36.38407,41.08372
236,2.36,5.161895649446077,13.164222151714716,5.161895536121282,13.164222151714716,38.683876,36.29851,40.987106
237,2.37,5.256325593398404,12.658079474944483,5.256325574018588,12.658079474944483,38.806126,36.413223,41.116634
238,2.38,4.521334239482766,12.622457567116232,4.521334284296483,12.622457567116232,38.70297,36.31642,41.00733
239,2.39,5.087206296926269,13.024823600550672,5.087206300877096,13.024823600550672,38.7177,36.33025,41.022945
240,2.4,5.110290650581893,12.733278498597313,5.1102907595689455,12.733278498597313,38.746346,36.357124,41.053295
241,2.41,5.3163602773901575,13.080179023446329,5.3163604235756745,13.080179023446329,39.046505,36.638775,41.371323
242,2.42,4.622285778308201,13.061622887062406,4.622285749312282,13.061622887062406,38.995304,36.590733,41.317074
243,2.43,4.844192769161653,11.59586601440748,4.844192796770562,11.59586601440748,38.869946,36.473103,41.184254
244,2.44,5.16587426863438,11.39081680071428,5.165874301263322,11.39081680071428,38.721725,36.334023,41.027206
245,2.45,4.856024568884889,11.681938682153804,4.8560246050684075,11.681938682153804,38.938183,36.537132,41.256554
246,2.46,4.26673848445356,11.325311796561714,4.266738426671027,11.325311796561715,38.88035,36.48287,41.19528
247,2.47,5.130343168950562,11.49641094324366,5.130343174740372,11.49641094324366,38.79803,36.405624,41.108055
248,2.48,5.065706785604361,12.188946426786043,5.065706744286439,12.188946426786043,38.890263,36.49217,41.20578
249,2.49,5.553300749286202,12.51188586298222,5.553300621896197,12.51188586298222,38.83057,36.436157,41.142532
250,2.5,5.169236661126077,12.168793317399006,5.169236636073447,12.168793317399006,38.8513,36.45561,41.164497
251,2.5100000000000002,5.354392246128677,12.014204648396053,5.354392403574442,12.014204648396055,38.839096,36.444157,41.151566
252,2.52,5.517894150496263,11.759147419112363,5.517894116802773,11.759147419112363,38.929844,36.52931,41.24772
253,2.5300000000000002,5.835254529941453,12.140058803892888,5.835254359678371,12.140058803892888,38.80096,36.40837,41.11116
254,2.54,5.37156359403879,11.623161006517206,5.371563500052246,11.623161006517206,38.76147,36.37132,41.06932
