frame,time_ns,mic_min_atom_atom_A,mic_centroid_separation_A,raw_min_atom_atom_A,raw_centroid_separation_A,box_a_A,box_b_A,box_c_A
899,8.99,4.379077399546251,9.343666301862129,4.379077391538191,9.343666301862129,38.76824,36.377674,41.076496
900,9.0,4.407246092180514,9.122747387398784,4.40724613662264,9.122747387398784,38.776363,36.385292,41.0851
901,9.01,4.67044153037057,9.595880493369902,4.670441590900202,9.595880493369902,38.82686,36.432674,41.138603
902,9.02,4.326295661187582,9.805199438526449,4.326295707199019,9.805199438526449,38.83273,36.438183,41.14482
903,9.03,4.15628845357122,9.745673301419334,4.156288521458912,9.745673301419334,38.91745,36.51768,41.234585
904,9.040000000000001,3.949621240162901,9.505391137488564,3.949621192284673,9.505391137488564,38.897682,36.49913,41.213642
905,9.05,3.853421027040408,9.744208662350132,3.8534211079851235,9.744208662350132,38.86528,36.468727,41.179314
906,9.06,3.237610315121767,10.387885014672387,3.237610263622853,10.387885014672387,38.840954,36.4459,41.153538
907,9.07,4.551665260083042,9.629420721821646,4.551665384443384,9.629420721821646,38.73729,36.348625,41.043697
908,9.08,4.827702492766211,9.66806764889301,4.827702620973624,9.66806764889301,38.910652,36.5113,41.227383
909,9.09,4.630900094857156,10.324957142273608,4.630900032199121,10.324957142273608,38.872738,36.475723,41.18721
910,9.1,4.9740049019824255,9.880205194098144,4.974004838471188,9.880205194098144,38.77226,36.38144,41.08075
911,9.11,5.144359713027151,10.508658403864384,5.14435961814652,10.508658403864386,38.81201,36.418743,41.12287
912,9.120000000000001,5.289538818744404,9.990596073741965,5.289538794905373,9.990596073741965,38.8495,36.45392,41.16259
913,9.13,5.286501597515854,10.38611111232528,5.2865015516606135,10.38611111232528,38.744965,36.35583,41.05183
914,9.14,4.9648564136493745,9.862115611814597,4.964856427681628,9.862115611814597,38.910744,36.511387,41.22748
915,9.15,4.98028674293052,9.96249641197827,4.980286600084624,9.96249641197827,38.83476,36.44009,41.146973
916,9.16,4.6990998135831505,10.239213230947417,4.699099821205057,10.239213230947415,38.959953,36.557564,41.27962
917,9.17,5.1962387714693925,9.854350901015817,5.19623870227726,9.854350901015817,38.797558,36.405178,41.107555
918,9.18,5.133542030698347,10.480700361133078,5.133542110699429,10.480700361133078,38.80115,36.408554,41.111362
919,9.19,5.290418295005209,10.284814978939083,5.290418186700503,10.284814978939083,38.860287,36.464043,41.174023
920,9.200000000000001,4.456585277417461,11.235227662929399,4.456585258231757,11.2352276629294,38.825596,36.431488,41.137264
921,9.21,4.349230780851206,11.144290511696573,4.349230754552315,11.14429051169657,38.845356,36.45003,41.1582
922,9.22,4.585680594189399,10.005635058811288,4.585680594043126,10.005635058811288,38.745228,36.356075,41.05211
923,9.23,4.61721130042646,10.295733187307244,4.617211213186352,10.295733187307244,38.807137,36.41417,41.117702
924,9.24,4.406838308397256,10.040060238030224,4.406838345034368,10.040060238030224,38.867157,36.47049,41.1813
925,9.25,4.397322364315796,10.069093364079935,4.397322354099118,10.069093364079935,38.876953,36.47968,41.191677
926,9.26,4.5294180517938765,10.174964005215216,4.529418111710925,10.174964005215216,38.783504,36.391994,41.092667
927,9.27,5.234715849426634,10.549960717096036,5.234715814189224,10.549960717096036,38.754025,36.364334,41.06143
928,9.28,2.1100403461050985,10.419878858502845,2.1100403565436867,10.419878858502845,38.671116,36.286533,40.973583
929,9.290000000000001,3.4798321716159584,9.877909806907281,3.4798322720462598,9.877909806907281,38.827164,36.43296,41.138927
930,9.3,3.75291303055446,9.640216348983778,3.7529130759145626,9.640216348983778,38.764256,36.37393,41.072273
931,9.31,2.5384511229290156,9.545523348543908,2.5384511932002,9.545523348543908,38.87238,36.475388,41.186832
932,9.32,2.4801546493323694,9.494905519975584,2.48015459103003,9.494905519975584,38.781998,36.390583,41.091072
933,9.33,4.872973708640352,9.472823850311835,4.872973789891836,9.472823850311835,38.886883,36.488995,41.202198
934,9.34,4.43457647600788,10.573985748000126,4.434576457038865,10.573985748000126,38.908447,36.50923,41.225048
935,9.35,3.9994352986755306,11.123481234796554,3.9994353901918234,11.123481234796554,38.84248,36.447334,41.155155
936,9.36,5.03460967929641,11.460986131786564,5.034609725939468,11.460986131786564,38.726597,36.338593,41.032368
937,9.370000000000001,4.465842050845705,10.861634000407674,4.465842016893994,10.861634000407674,38.7916,36.39959,41.101242
938,9.38,4.392406833916461,10.76200720454691,4.3924067552709145,10.762007204546912,38.870514,36.473637,41.184856
939,9.39,4.957930929432229,10.331099859455762,4.9579309475238755,10.331099859455762,38.943005,36.54166,41.26166
940,9.4,5.243151587430269,11.25077723589785,5.243151762495689,11.25077723589785,38.900196,36.50149,41.216305
941,9.41,4.775653465929732,11.150644536930008,4.775653466710702,11.150644536930006,38.9197,36.51979,41.236973
942,9.42,4.917841946359695,11.937150235155883,4.9178418767886845,11.937150235155883,38.794098,36.40193,41.10389
943,9.43,4.8068399812954326,11.608566662987894,4.8068400563296665,11.608566662987894,38.845913,36.450554,41.158787
944,9.44,4.812689362434625,11.48502175135599,4.812689408839022,11.48502175135599,38.755913,36.366104,41.06343
945,9.450000000000001,3.7164019046551426,9.688679813192204,3.716401893902595,9.688679813192204,38.79744,36.40507,41.10743
946,9.46,4.087635141595477,9.669906331311068,4.087635207283828,9.669906331311068,38.656776,36.273083,40.958393
947,9.47,4.512533670358507,10.598985841837282,4.5125335673273685,10.598985841837282,38.667698,36.28333,40.969963
948,9.48,4.615964253596062,10.310619913692861,4.615964256771013,10.310619913692861,38.759544,36.369514,41.06728
949,9.49,3.9254201399444026,9.669896620558108,3.925420053467206,9.669896620558108,38.862473,36.46609,41.176334
950,9.5,4.514859939507303,10.55760912610905,4.5148600275869875,10.557609126109051,38.800877,36.408295,41.111073
951,9.51,5.046307212414386,10.649281740812098,5.046307277977306,10.649281740812098,38.893154,36.49488,41.208843
952,9.52,4.9828334243419095,10.471131115593241,4.982833432414918,10.47113111559324,38.8923,36.49408,41.20794
953,9.53,4.762161063055906,10.528496794263022,4.7621610386255835,10.528496794263022,38.811493,36.41826,41.122322
954,9.540000000000001,4.796087859290167,10.971273393262832,4.796087912686406,10.971273393262832,38.772873,36.38202,41.0814
955,9.55,4.780680036179388,11.05799788729014,4.780679881035495,11.05799788729014,38.70114,36.31471,41.0054
956,9.56,5.356257285757906,11.478234346684307,5.356257371382624,11.478234346684307,38.82242,36.42851,41.1339
957,9.57,5.591771095741366,12.236744802458219,5.591771096764473,12.236744802458215,38.808746,36.41568,41.11941
958,9.58,5.765285500380308,12.601260446122676,5.76528560708079,12.601260446122678,38.817856,36.424225,41.129063
959,9.59,5.315829990513364,12.097021281430695,5.315830025250942,12.097021281430694,38.766354,36.3759,41.074493
960,9.6,5.7804644515367,12.120313772390498,5.780464521805873,12.120313772390498,38.7415,36.35258,41.04816
961,9.61,5.971144252434915,12.775670499452065,5.971144145681355,12.775670499452065,38.842426,36.44728,41.155094
962,9.620000000000001,6.506540774173774,13.38072324863157,6.506540989328589,13.38072324863157,38.9164,36.516693,41.233475
963,9.63,5.556374564750751,12.704778185453733,5.556374426529137,12.704778185453733,38.708828,36.321922,41.013546
964,9.64,5.554653040730762,13.001446674412414,5.55465315274157,13.001446674412412,38.85129,36.4556,41.16449
965,9.65,5.903837892773003,12.897073046080374,5.903837943480957,12.897073046080376,38.754223,36.36452,41.06164
966,9.66,5.382367841473026,12.87665388581991,5.382367819650627,12.876653885819913,38.76145,36.3713,41.069298
967,9.67,5.6872872969245005,11.989646413059592,5.68728740390813,11.989646413059592,38.835865,36.441124,41.148144
968,9.68,5.699095783566003,12.216457792830816,5.6990957242043585,12.216457792830816,38.843494,36.448284,41.156227
969,9.69,5.962396526215626,12.71372345634675,5.962396489757812,12.71372345634675,38.649776,36.26651,40.950977
970,9.700000000000001,5.570612447962713,13.33430707413158,5.570612477497093,13.334307074131578,38.75253,36.36293,41.05985
971,9.71,5.547716066334641,12.52505319720804,5.54771613880864,12.52505319720804,38.679897,36.294773,40.982887
972,9.72,5.793554143980673,12.465533461561773,5.793554202545628,12.465533461561773,38.73781,36.349117,41.04425
973,9.73,5.909594612959801,12.729307298618881,5.909594589701427,12.729307298618881,38.929108,36.528618,41.246937
974,9.74,4.485820131099449,12.958554475007968,4.485820050246423,12.958554475007965,38.853752,36.45791,41.167095
975,9.75,4.505819331500621,12.843658086471889,4.505819306395075,12.843658086471889,38.82277,36.428837,41.13427
976,9.76,3.89631695574272,11.960645129943702,3.8963169315102366,11.960645129943702,38.92992,36.52938,41.2478
977,9.77,5.21158540513363,12.556978238285586,5.211585455420782,12.55697823828559,38.653336,36.26985,40.954746
978,9.78,5.432984669740981,12.919211774229938,5.43298451998463,12.919211774229936,38.97172,36.568604,41.292088
979,9.790000000000001,4.676039454589182,12.441140145462583,4.676039378870951,12.441140145462583,38.94423,36.54281,41.262962
980,9.8,4.415797142617687,12.619840728808757,4.41579708350133,12.619840728808757,38.707325,36.32051,41.011948
981,9.81,5.223298513067039,12.901447052285956,5.223298509312207,12.901447052285956,38.829556,36.435204,41.141457
982,9.82,4.7143044592408785,12.791618994817783,4.714304473975882,12.791618994817783,38.688423,36.302776,40.991924
983,9.83,5.355853494072404,12.325308124873832,5.355853396084516,12.325308124873832,38.926006,36.525707,41.243652
984,9.84,5.703870621704151,12.34412932103359,5.703870751078865,12.34412932103359,38.906647,36.507545,41.22314
985,9.85,6.477218811051164,13.268792594363774,6.477218714724033,13.268792594363774,38.8016,36.408974,41.11184
986,9.86,5.945721095142796,13.251514242641946,5.9457212051405115,13.251514242641946,38.673447,36.288723,40.97606
987,9.870000000000001,5.92155320889535,13.903263621373599,5.921553243070757,13.903263621373597,38.773308,36.382427,41.081863
988,9.88,5.937315229592519,12.51540236228599,5.937315074914271,12.51540236228599,38.759068,36.369064,41.066772
989,9.89,5.402442277869884,12.75760162831279,21.696674110494914,35.358872521940505,38.71953,36.331963,41.024883
990,9.9,4.746250649244502,13.481759782566746,4.746250584793536,13.481759782566746,38.81238,36.41909,41.12326
991,9.91,5.820200057144233,13.188314365925905,5.8201999919383205,13.188314365925905,38.827904,36.433655,41.13971
992,9.92,5.096813091098503,12.897649657278299,5.096813097970264,12.8976496572783,38.738647,36.349903,41.04514
993,9.93,4.82247865335484,12.727241136550786,4.822478611106069,12.727241136550786,38.863064,36.46665,41.176964
994,9.94,5.2123483759677365,14.27334532449849,5.212348365148592,14.273345324498491,38.906322,36.50724,41.222797
995,9.950000000000001,5.579493563187092,14.070576247854834,21.870425294695952,33.96970010407641,38.85837,36.462242,41.17199
996,9.96,5.882614039563645,13.809377490003824,22.33248331637533,33.00451927487846,38.77599,36.38494,41.0847
997,9.97,5.932291437094738,13.76156312616462,5.9322915459048735,13.76156312616462,38.736473,36.347862,41.042835
998,9.98,5.971764666873797,13.82570767654615,5.971764561165026,13.82570767654615,38.686176,36.300667,40.989544
999,9.99,5.550032270391042,12.697027490150523,5.550032361511882,12.697027490150523,38.74895,36.35957,41.056053
1000,10.0,6.0341579443379185,14.492190258890702,6.034158107096642,14.492190258890702,38.83509,36.4404,41.147324
1001,10.01,5.624752441546433,15.684384841113426,5.624752401636093,15.684384841113426,38.78062,36.38929,41.08961
1002,10.02,5.453338837564189,16.148276710504046,5.453338826123944,16.148276710504046,38.79995,36.407425,41.110092
1003,10.03,4.959000162784198,15.13072090789952,4.959000178920669,15.13072090789952,38.939457,36.53833,41.257904
1004,10.040000000000001,5.402252940595384,15.32687346644567,5.402253052317526,15.32687346644567,38.744007,36.35493,41.05082
1005,10.05,6.067184738046428,15.452320155629051,6.067184833165823,15.452320155629051,38.81615,36.422626,41.127254
1006,10.06,5.469294151607942,16.1225441503682,5.469294020820574,16.122544150368196,38.73627,36.34767,41.042618
1007,10.07,4.987455483144929,15.03839579867842,4.987455402049152,15.03839579867842,38.831924,36.437428,41.143967
1008,10.08,4.870998064526517,15.394095646552078,4.870998054253074,15.394095646552074,38.836063,36.44131,41.148354
1009,10.09,4.709272699048249,13.881317635137327,4.709272766596087,13.881317635137327,38.72394,36.3361,41.029556
1010,10.1,4.748549084308904,13.498838655946217,4.748549120743124,13.498838655946217,38.746117,36.35691,41.05305
1011,10.11,4.382694251145976,14.159340421332173,4.382694262808454,14.159340421332173,38.70814,36.321278,41.012814
1012,10.120000000000001,4.791789939061399,13.973128663717944,4.791789973324088,13.973128663717942,38.755203,36.365437,41.06268
1013,10.13,5.06495320032247,13.895149727226723,5.064953232285708,13.895149727226723,38.725197,36.337284,41.030888
1014,10.14,5.084258495172964,13.952123582953408,5.084258472579003,13.952123582953408,38.957157,36.55494,41.276657
1015,10.15,5.489409367989095,13.73770985265489,5.489409230754099,13.73770985265489,38.75755,36.367638,41.065163
1016,10.16,5.655730678090224,14.20817296707222,5.655730759745651,14.20817296707222,38.748642,36.35928,41.055725
1017,10.17,6.050811080673003,14.552869545325681,6.050811156511591,14.552869545325683,38.722385,36.334644,41.02791
1018,10.18,5.584341265342583,14.497829653764176,5.584341288495395,14.497829653764178,38.85002,36.45441,41.163143
1019,10.19,6.149550585970968,15.356732341166605,6.149550595438193,15.356732341166605,38.762787,36.372555,41.070717
1020,10.200000000000001,5.755229759610827,15.633076727777167,5.755229601252973,15.633076727777167,38.74944,36.360027,41.056572
1021,10.21,5.461559302975386,16.70524779573017,5.4615591649067134,16.705247795730173,38.899815,36.501133,41.2159
1022,10.22,5.3233817976884605,15.780896208257024,5.323381726201049,15.780896208257024,38.745564,36.35639,41.052467
1023,10.23,6.552836771668432,16.186950003804725,6.552836813538564,16.186950003804725,38.682972,36.29766,40.98615
1024,10.24,5.960327452158514,16.259569946955505,5.96032740490428,16.259569946955505,38.757637,36.36772,41.065258
1025,10.25,6.5323922967150665,16.342794333790874,6.532392118865603,16.342794333790874,38.871304,36.47438,41.18569
1026,10.26,5.452343384256977,15.944955300647631,5.452343448724158,15.944955300647631,38.72722,36.33918,41.033028
1027,10.27,6.904646501617165,17.540514024387843,6.90464645702456,17.540514024387843,38.89531,36.496906,41.21113
1028,10.28,5.8029784346617275,17.14253180776441,5.802978346814837,17.14253180776441,38.751343,36.361813,41.05859
1029,10.290000000000001,6.080670140936155,16.503118707263738,6.0806700875146875,16.503118707263738,38.913517,36.513992,41.230423
1030,10.3,5.737013234200129,16.14173928475824,5.737013218411172,16.14173928475824,38.872707,36.475697,41.18718
1031,10.31,5.7057905534241735,15.615977779826734,5.705790547537949,15.615977779826732,38.776104,36.38505,41.084827
1032,10.32,5.563579893701136,15.812857018744344,5.563579934828486,15.812857018744344,38.80348,36.410736,41.11383
1033,10.33,5.282653404918435,15.640384987680216,5.282653401449905,15.640384987680218,38.837185,36.442364,41.14954
1034,10.34,5.094391803301497,15.786117241241591,5.094391728474352,15.786117241241591,38.71909,36.33155,41.024418
1035,10.35,5.294506927420881,15.746940813155526,5.294506951815354,15.746940813155526,38.73185,36.343525,41.037937
1036,10.36,5.967289748971649,15.972825684427265,5.967289612811981,15.972825684427267,38.75716,36.367275,41.064754
1037,10.370000000000001,5.522973095560813,15.491821131567672,5.522973066534146,15.491821131567672,38.78811,36.396317,41.097546
1038,10.38,5.178048572343909,15.180012602579918,5.178048622845508,15.180012602579918,38.665264,36.281044,40.967384
1039,10.39,5.828445908415489,15.139088351274536,5.8284459531041755,15.139088351274538,38.86155,36.465225,41.175358
1040,10.4,5.673234007369875,15.42511062711107,5.6732341361201835,15.425110627111073,38.76585,36.37543,41.073963
1041,10.41,5.3432725602872475,14.949843359467504,26.241722760195316,36.792405590168,38.74388,36.354813,41.050686
1042,10.42,5.993229662989182,15.180333785257114,26.15307234299311,36.1179346183414,38.90506,36.50605,41.22146
1043,10.43,5.806860309136253,15.112357632587212,5.80686021058051,15.112357632587212,38.86284,36.466434,41.176723
1044,10.44,5.929326161265876,15.47817993547736,5.929326179772031,15.47817993547736,38.725677,36.337734,41.0314
1045,10.450000000000001,6.1175243838808475,14.995450275151924,6.11752441544107,14.995450275151924,38.757397,36.367496,41.065002
1046,10.46,5.798777741573231,14.430167013073786,5.798777727450061,14.430167013073786,38.82464,36.43059,41.13625
1047,10.47,6.180991004988386,14.620033927102035,6.180991124643816,14.620033927102035,38.867046,36.470387,41.181183
1048,10.48,6.046782274723601,14.412340749409033,6.046782236284932,14.412340749409035,38.807682,36.41468,41.118282
1049,10.49,5.933428294883137,14.001805374772148,5.933428198713301,14.001805374772148,38.773098,36.38223,41.081642
1050,10.5,5.439554307208184,13.595504521673758,5.439554358675444,13.595504521673758,38.83628,36.441517,41.148586
1051,10.51,5.784875021438567,14.484101632441433,23.28868471328257,34.678426733723974,38.891365,36.493206,41.20695
1052,10.52,6.837076192483832,14.71316004422808,21.662369459218482,34.137346236590545,38.82325,36.429287,41.134777
1053,10.53,6.230001595543836,14.211950062010606,21.439672178237657,34.34681367810185,38.770782,36.38006,41.07919
1054,10.540000000000001,7.203226633993987,15.80860679531783,21.64053945219364,34.57960402179492,38.838966,36.44404,41.151432
1055,10.55,7.5247593269907345,15.739347380757152,24.28142865392751,35.54553134076045,38.817486,36.423878,41.12867
1056,10.56,6.078110233394613,14.810821436275345,24.573161996433605,35.65181121029216,38.80461,36.4118,41.115032
1057,10.57,4.928959364810174,13.851249727761548,4.9289594286026714,13.85124972776155,38.92214,36.522076,41.23955
1058,10.58,5.932777341595163,13.470952703403423,5.932777217328262,13.470952703403421,38.771133,36.380386,41.07956
1059,10.59,5.1123173899308965,14.017900530486006,5.112317347292433,14.017900530486008,38.765987,36.375557,41.074104
1060,10.6,5.0994717878765865,12.996949238491446,5.099471752716559,12.996949238491448,38.787388,36.395638,41.09678
1061,10.61,5.390735522526903,12.521829224907428,5.390735569872795,12.521829224907428,38.76429,36.373966,41.072308
1062,10.620000000000001,5.5589067763849656,13.4011470610826,5.558906778298117,13.4011470610826,38.63992,36.257263,40.940533
1063,10.63,5.205177076767006,13.506667085635199,5.205177185731486,13.506667085635199,38.69746,36.311256,41.0015
1064,10.64,5.569187119309345,13.383795385434961,5.56918725830547,13.383795385434961,38.741524,36.3526,41.048183
1065,10.65,4.722617280854062,13.642709754303345,24.697643563960792,34.59072588614396,38.86071,36.46444,41.17447
1066,10.66,5.5476424545257474,13.190619810835138,24.315862904782684,34.50267756704039,38.654152,36.270615,40.955612
1067,10.67,5.476081577536373,13.655518826969113,24.260411602583154,33.43188162856965,38.699257,36.31294,41.003403
1068,10.68,5.22275200064118,13.704732943182107,25.297800424302654,34.734429815445715,38.826847,36.432667,41.13859
1069,10.69,5.669524464133886,12.329675569250812,25.635908281960006,34.576399587197265,38.82467,36.43062,41.13628
1070,10.700000000000001,5.116563292642021,12.143259603961571,25.44255475374772,34.52546166708405,38.934193,36.53339,41.252323
1071,10.71,4.335778055583706,12.490285997168607,23.511624669651596,33.466910100905544,38.768467,36.377884,41.076733
1072,10.72,4.67925165936064,12.501554757557338,22.779020501594506,33.291792141338846,38.777164,36.386047,41.08595
1073,10.73,4.266947174165006,12.243377317884045,23.819556967184294,33.855974220820876,38.817623,36.42401,41.12882
1074,10.74,5.1566070760149225,12.465908640084558,22.467926778841203,33.181995298346045,38.850353,36.45472,41.163494
1075,10.75,5.425495637544925,13.012435746898465,23.28032798901189,33.085980219101906,38.83789,36.443027,41.15029
1076,10.76,4.856039268745892,12.4957911946976,23.998830515729086,32.44766176401218,38.82425,36.430225,41.135838
1077,10.77,5.218399728983841,12.934960240149014,23.56781442069275,32.12984570289058,38.80683,36.413883,41.117382
1078,10.78,5.194284670350787,13.196512772764686,23.346554023812892,31.925379289092263,38.775394,36.384384,41.084072
1079,10.790000000000001,4.0995583684076555,13.411093998780887,21.83064154186127,32.380368046817324,38.907417,36.508266,41.223957
1080,10.8,4.903509954362934,12.368203006481595,21.8594653580057,32.338711137835176,38.73423,36.345757,41.040455
1081,10.81,5.041689165162966,12.787954803228912,22.51098450577822,32.460149865583524,38.804337,36.41154,41.11474
1082,10.82,4.882439354054486,12.308389422090865,22.582630487000753,33.74573894444297,38.772156,36.381344,41.080643
1083,10.83,4.373455972946137,12.664460121935752,23.56317232378274,32.95233290914938,38.766567,36.376102,41.074722
1084,10.84,4.261891734037525,12.259574873721936,23.468458046880627,33.41631633879745,38.7485,36.359146,41.055576
1085,10.85,5.225056484997231,13.0979343282258,23.322272891785243,33.407587686571055,38.84519,36.44987,41.15802
1086,10.86,4.863956659734244,12.359968795276105,22.04942511941013,33.20235830824488,38.836807,36.442013,41.149143
1087,10.870000000000001,5.129974747341655,12.684616323204587,21.63212024340781,32.74255439063163,38.77791,36.38674,41.086735
1088,10.88,6.159380281593324,14.073089399582514,22.666092194871226,33.577441401435806,38.79411,36.401947,41.103905
1089,10.89,5.5304479881021695,13.999177919814086,21.671487814724777,33.25905809483199,38.78134,36.389965,41.090378
1090,10.9,5.397379680880954,14.17239429274451,22.609408207202552,33.54823120457782,38.667778,36.2834,40.970047
1091,10.91,6.149337391564076,14.268063295757582,22.842593728924413,33.2281437042017,38.76464,36.37429,41.072678
1092,10.92,5.969065197530924,14.612142874881007,21.96979396124249,32.582482059346894,38.730442,36.342205,41.036446
1093,10.93,6.423739836040599,15.837425159325946,21.665065385529186,31.542207011707635,38.746902,36.35765,41.053886
1094,10.94,5.573274123010892,14.584441665038797,21.11371628858882,31.748946689348127,38.754227,36.36452,41.061646
1095,10.950000000000001,5.682750895785493,14.546382487871323,22.332894831858894,32.848168679316636,38.92877,36.528297,41.24658
1096,10.96,6.154459142955849,14.54064699345687,22.602019007022847,32.79779350886904,38.7244,36.336533,41.03004
1097,10.97,5.251917438470605,14.511056125651304,23.521928434606206,33.36570362905102,38.977596,36.574116,41.298313
1098,10.98,6.231585251908029,14.808766587946552,23.17836733337941,32.87157069709496,38.734943,36.346424,41.04121
1099,10.99,5.468193914325747,14.974181336850004,22.68210747807288,32.831276852399306,38.865807,36.46922,41.179867
1100,11.0,5.838768874543576,13.983783130494468,21.414994613857615,32.48013150689064,38.70109,36.314663,41.00535
1101,11.01,5.661510245664491,14.232258850227385,20.82907555764684,33.250629097583115,38.695293,36.309223,40.999203
1102,11.02,6.415330715756489,14.134559318417905,21.488011182034715,34.053101653950534,38.821987,36.4281,41.13344
1103,11.03,6.047340026785216,14.177685430587344,22.017143202504982,33.84914930008053,38.72438,36.336514,41.03002
1104,11.040000000000001,5.294471874629035,14.151741033194064,21.047493407344188,33.25457444437279,38.834602,36.439938,41.146805
1105,11.05,5.333644227353345,13.424686451958792,21.103969512473043,32.670577989116794,38.75489,36.365143,41.062347
1106,11.06,5.677678730866231,14.203303625128484,22.41801389615835,33.182327593978144,38.81368,36.420307,41.124638
1107,11.07,5.689082162047641,14.493606986189828,22.165754267324015,33.5696550714464,38.904907,36.505913,41.2213
1108,11.08,5.6595515850793525,14.30120718295588,21.57180369173095,33.998981114647336,38.906864,36.507748,41.22337
1109,11.09,5.750612366100445,14.435632644052776,23.013670788024893,34.73008708488762,38.791157,36.399174,41.100773
1110,11.1,5.582959910556241,14.426648387448774,22.69497939900411,33.11342060216924,38.70893,36.322018,41.013653
1111,11.11,5.5650653291982115,14.109722510835216,23.834497256109863,34.543302179726524,38.8962,36.49774,41.21207
1112,11.120000000000001,5.190188804755667,14.292294210444282,23.82747108775618,34.22276662400942,38.744564,36.355453,41.051407
1113,11.13,5.188518506114484,13.855851913113861,23.52231849541421,33.92784437771766,38.772793,36.381943,41.081318
1114,11.14,5.152547146915667,14.680658604159234,21.955901911826594,33.38388162356322,38.95122,36.54937,41.27037
1115,11.15,5.628549881756362,15.24737491184988,25.77711259796155,35.17153704498232,38.84615,36.450775,41.159042
1116,11.16,6.516799512930433,15.62694972782367,26.198548486891134,34.849036672781025,38.80795,36.414932,41.11857
1117,11.17,6.3914013413213615,15.198515111057851,27.213850136824053,36.174462460574276,38.84832,36.452812,41.161343
1118,11.18,5.972572220738011,14.630219948050623,25.53590966648024,36.01913909600162,38.786938,36.395214,41.096302
1119,11.19,6.177570524566808,15.97555465166403,25.780647019397044,36.47161333021551,38.97103,36.56796,41.29136
1120,11.200000000000001,6.505950932920747,17.184609545141683,27.401605141702714,36.50131973718535,38.851196,36.45551,41.164387
1121,11.21,5.389801663624169,15.351314772500244,28.582583453567924,36.78334723074276,38.6718,36.287174,40.974308
1122,11.22,5.939645328332907,15.29756029265142,25.680455304480322,35.66346300118477,38.67633,36.291428,40.97911
1123,11.23,5.607425296784273,15.201966521270139,27.896869730842383,36.44323114967218,38.714855,36.327576,41.019928
1124,11.24,6.031157724192341,14.654425810952816,27.912544496087744,36.64648198639057,38.945522,36.544018,41.264328
1125,11.25,5.747220889204775,14.986177896628343,27.663289622186987,36.815232939904696,38.79617,36.403877,41.106087
1126,11.26,5.041046469532644,15.401711915385473,28.562348319712576,38.1002072020204,38.754265,36.36456,41.061687
1127,11.27,6.4576194423282525,15.812892718731748,6.457619529704954,15.812892718731748,38.853252,36.45744,41.16657
1128,11.28,5.317398759057412,14.947585138815795,5.317398867175514,14.947585138815795,38.73038,36.342144,41.03638
1129,11.290000000000001,6.284157102884818,15.716079422761933,6.28415693404707,15.716079422761933,38.778725,36.38751,41.0876
1130,11.3,5.356162599378182,15.736968572991591,5.35616246799241,15.736968572991591,38.813972,36.42058,41.12495
1131,11.31,5.506575652970701,15.859865322241749,5.506575755442091,15.859865322241749,38.849983,36.454372,41.1631
1132,11.32,5.40945588296539,15.326297189664874,5.409455890722401,15.326297189664874,38.803776,36.411015,41.114143
1133,11.33,5.188502891856071,14.812178556903104,30.397167343827682,40.63410026268929,38.830418,36.436012,41.142372
1134,11.34,5.677846362678865,15.050478075460237,5.677846343997203,15.050478075460237,38.69129,36.30547,40.994965
1135,11.35,5.868314019523418,14.392830168552019,28.15995964924085,40.64842899987408,38.748466,36.359116,41.055542
1136,11.36,6.071490721866083,15.379489598892363,6.0714907303867545,15.379489598892361,38.863735,36.467274,41.177673
1137,11.370000000000001,6.163889674312985,14.718724329984374,6.163889724978309,14.718724329984374,38.755558,36.36577,41.063053
1138,11.38,6.126908721990968,14.647836369172095,6.1269087606517445,14.647836369172095,38.765594,36.375187,41.07369
1139,11.39,6.17849084325003,14.558876796726688,27.683258977789503,39.58844435664132,38.70595,36.31922,41.010494
1140,11.4,6.064204137466675,15.072066674802342,30.4300565695939,40.67577338444879,38.753613,36.363945,41.060993
1141,11.41,5.593000309255357,14.404160067894692,29.434617013249074,40.257717202266576,38.77194,36.38114,41.080414
1142,11.42,5.849350073913191,14.325935305374177,5.849350035436115,14.325935305374177,38.828365,36.43409,41.140198
1143,11.43,6.177475704798674,14.723745952015605,6.1774756200785825,14.723745952015603,38.94382,36.542427,41.262527
1144,11.44,5.658843569209109,14.916805533300453,29.842949854049365,41.45282369845964,38.919086,36.519215,41.23632
1145,11.450000000000001,6.0405211288541825,15.208222489393224,6.040520972879618,15.208222489393224,38.869556,36.47274,41.18384
1146,11.46,5.740854915516301,14.15628396197311,5.740854825364611,14.156283961973111,38.805584,36.412712,41.11606
1147,11.47,6.067280826426578,13.946256117202202,28.79420545585237,39.496259623552,38.72422,36.336365,41.02985
1148,11.48,5.800293294541104,13.967426936824658,29.33460520980579,39.660930792275956,38.681892,36.29665,40.985004
1149,11.49,5.381961044632684,13.563647297726858,27.525711940857992,39.28739686080649,38.82908,36.434757,41.140953
1150,11.5,5.455212512867353,12.814273844694933,26.790751012671837,38.56771202356422,38.783688,36.392166,41.09286
1151,11.51,5.959748041280611,12.929152032244435,5.9597480846331425,12.929152032244435,38.79525,36.403015,41.10511
1152,11.52,6.031410297109589,12.58304758320222,6.031410469816093,12.58304758320222,38.774067,36.38314,41.08267
1153,11.53,5.282504994729901,13.122195668817238,5.282505021251047,13.122195668817238,38.846294,36.450912,41.159195
1154,11.540000000000001,5.987427735793035,11.800999699583963,5.987427787894218,11.800999699583963,38.806053,36.41315,41.116558
