model,COMBO_011_R01,COMBO_011_R02,COMBO_011_R03,COMBO_011_R04,COMBO_011_R05,COMBO_011_R06,COMBO_011_R07,COMBO_011_R08,COMBO_011_R09,COMBO_011_R10,COMBO_011_R11,COMBO_011_R12,COMBO_011_R13,COMBO_011_R14,COMBO_011_R15,COMBO_011_R16,COMBO_011_R17,COMBO_011_R18,COMBO_011_R19,COMBO_011_R20,COMBO_011_R21,COMBO_011_R22,COMBO_011_R23,COMBO_011_R24,COMBO_011_R25,COMBO_011_R26,COMBO_011_R27,COMBO_011_R28,COMBO_011_R29,COMBO_011_R30,COMBO_025_R01,COMBO_025_R02,COMBO_025_R03,COMBO_025_R04,COMBO_025_R05,COMBO_025_R06,COMBO_025_R07,COMBO_025_R08,COMBO_025_R09,COMBO_025_R10,COMBO_025_R11,COMBO_025_R12,COMBO_025_R13,COMBO_025_R14,COMBO_025_R15,COMBO_025_R16,COMBO_025_R17,COMBO_025_R18,COMBO_025_R19,COMBO_025_R20,COMBO_025_R21,COMBO_025_R22,COMBO_025_R23,COMBO_025_R24,COMBO_025_R25,COMBO_025_R26,COMBO_025_R27,COMBO_025_R28,COMBO_025_R29,COMBO_025_R30,COMBO_030_R01,COMBO_030_R02,COMBO_030_R03,COMBO_030_R04,COMBO_030_R05,COMBO_030_R06,COMBO_030_R07,COMBO_030_R08,COMBO_030_R09,COMBO_030_R10,COMBO_030_R11,COMBO_030_R12,COMBO_030_R13,COMBO_030_R14,COMBO_030_R15,COMBO_030_R16,COMBO_030_R17,COMBO_030_R18,COMBO_030_R19,COMBO_030_R20,COMBO_030_R21,COMBO_030_R22,COMBO_030_R23,COMBO_030_R24,COMBO_030_R25,COMBO_030_R26,COMBO_030_R27,COMBO_030_R28,COMBO_030_R29,COMBO_030_R30,COMBO_031_R01,COMBO_031_R02,COMBO_031_R03,COMBO_031_R04,COMBO_031_R05,COMBO_031_R06,COMBO_031_R07,COMBO_031_R08,COMBO_031_R09,COMBO_031_R10,COMBO_031_R11,COMBO_031_R12,COMBO_031_R13,COMBO_031_R14,COMBO_031_R15,COMBO_031_R16,COMBO_031_R17,COMBO_031_R18,COMBO_031_R19,COMBO_031_R20,COMBO_031_R21,COMBO_031_R22,COMBO_031_R23,COMBO_031_R24,COMBO_031_R25,COMBO_031_R26,COMBO_031_R27,COMBO_031_R28,COMBO_031_R29,COMBO_031_R30,COMBO_044_R01,COMBO_044_R02,COMBO_044_R03,COMBO_044_R04,COMBO_044_R05,COMBO_044_R06,COMBO_044_R07,COMBO_044_R08,COMBO_044_R09,COMBO_044_R10,COMBO_044_R11,COMBO_044_R12,COMBO_044_R13,COMBO_044_R14,COMBO_044_R15,COMBO_044_R16,COMBO_044_R17,COMBO_044_R18,COMBO_044_R19,COMBO_044_R20,COMBO_044_R21,COMBO_044_R22,COMBO_044_R23,COMBO_044_R24,COMBO_044_R25,COMBO_044_R26,COMBO_044_R27,COMBO_044_R28,COMBO_044_R29,COMBO_044_R30
COMBO_044_R11,5.494521,7.408163,7.368514,7.628361,5.913396,7.292822,4.674575,7.023934,5.863055,6.225893,5.283077,5.832346,8.753283,7.808076,5.489798,6.192870,5.715291,4.652278,6.337638,5.850325,8.731541,5.758879,5.891996,5.186511,5.310160,5.474866,5.187944,5.742106,5.742727,4.349306,7.637987,5.279792,9.013014,6.665873,5.989497,9.006444,8.649661,7.637026,7.552438,8.543063,8.447247,7.338850,7.329325,7.533763,7.067975,8.057873,7.964834,7.662099,7.761147,7.842093,7.037979,7.867206,7.877180,7.022031,7.724090,8.223915,6.341750,6.138187,6.457017,9.181599,10.475585,10.580251,7.457934,10.271861,10.651528,8.061396,10.821569,10.098254,4.545532,4.814074,10.318958,10.237090,11.245243,11.504529,11.275307,10.411272,10.567894,11.032315,7.176650,5.098549,10.979575,11.146865,10.237528,5.231593,10.487466,10.272241,10.408726,10.393454,10.745460,10.664483,9.735187,7.076583,7.333492,9.992797,10.344266,9.794096,10.366280,10.015060,10.016876,10.747430,11.288985,9.928562,7.042690,10.121195,10.452414,11.754174,9.707741,9.756617,10.130580,9.994667,10.238830,10.767686,9.847391,10.433257,9.869654,9.848867,7.237996,10.158566,10.261706,10.841203,4.202988,2.497866,5.447494,8.650686,2.711944,8.681882,2.008967,9.718569,8.213659,4.835394,0.000000,8.495349,8.757807,8.217779,8.960517,8.592073,9.015341,1.697229,7.610784,2.457555,8.655023,8.691685,9.186520,8.473539,5.001777,0.860595,5.161017,8.748230,8.824304,8.682075
COMBO_044_R12,6.770835,4.674848,4.955781,5.731300,8.562337,4.266044,8.156612,5.181745,8.526210,6.737717,8.517980,8.553484,7.696653,5.903411,8.480237,8.663247,6.993828,7.946289,6.235892,8.512370,7.080778,6.533291,6.423665,7.881954,7.783479,8.965028,7.417104,6.492982,6.905661,7.864695,6.947411,6.127368,7.148537,7.259697,10.082310,5.376482,4.896963,6.619840,6.765955,7.125546,7.363315,7.016512,7.075309,6.535963,7.406505,7.227089,7.268794,6.271777,6.868329,6.341712,6.938451,7.661247,6.629201,7.248199,7.068411,6.510352,7.997727,7.675733,9.816803,7.730552,8.937189,8.905080,10.737101,8.514966,8.774151,11.197929,8.169541,8.725132,9.251180,9.310203,8.828677,8.654459,8.297443,8.502121,8.152731,9.146259,7.903525,8.064002,9.540512,9.211748,7.949659,8.877391,8.662348,9.310939,9.105879,8.405269,7.973396,8.995157,7.588292,8.755918,9.531411,9.756815,9.923631,9.596402,9.019962,8.938274,9.444818,9.545521,9.366762,8.804561,6.424187,9.865175,7.828486,9.100493,9.551414,11.547278,9.551489,8.896435,9.200097,9.173865,9.121509,9.700090,9.047979,9.252081,9.036215,9.277729,9.998237,9.027033,8.275741,8.901930,8.732308,8.828977,8.442913,0.704877,8.890907,4.297810,8.705098,4.585117,2.279358,8.765971,8.495349,0.000000,1.940718,1.925848,6.122446,1.774253,6.169861,8.691439,3.559627,8.861248,0.503760,4.349962,6.357484,0.322450,8.692115,8.463827,8.513095,1.515096,5.998683,1.657250
COMBO_044_R13,7.749260,5.913228,5.823472,7.026683,8.802514,5.510694,8.876885,6.103714,8.769023,7.910792,8.735938,8.786094,7.725121,7.120437,8.716367,8.923976,8.050296,8.763406,7.333496,8.758071,7.059685,7.468361,7.498707,8.768217,8.771980,8.875192,8.350505,7.529169,7.932485,8.635869,8.150671,6.981559,6.775687,8.396638,10.078953,4.525798,4.334415,7.792541,7.970129,8.329464,8.631462,8.145650,8.100639,7.668968,8.478686,8.498751,8.549917,7.401021,8.136515,7.549055,7.960017,8.831620,7.894981,8.413215,8.336463,7.660008,8.599431,8.513282,9.855796,8.798936,9.300692,9.292142,11.734276,8.879032,9.159902,12.182491,8.814674,9.052128,9.359736,9.394260,9.155454,8.993413,9.010161,9.270876,8.905239,9.481967,8.468106,8.802327,10.637867,9.241651,8.689699,9.401831,8.982349,9.368907,9.459617,8.793843,8.527924,9.353828,8.278368,9.166551,10.918334,10.454783,10.820807,10.948003,10.279064,10.357026,10.826247,10.960061,10.788826,9.455449,7.552975,11.206486,8.059692,10.491494,10.940659,12.606208,10.926325,10.354366,10.589450,10.588013,10.508198,11.059628,10.456208,10.590449,10.455122,10.690811,10.752267,10.398180,9.599463,9.556141,8.587791,8.980384,8.099631,2.196947,8.991719,3.807085,8.963279,3.680258,3.665181,8.799418,8.757807,1.940718,0.000000,3.299562,6.782130,2.338111,6.902201,8.810551,4.028262,9.085506,2.020657,3.863333,7.179613,1.867059,8.680475,8.722651,8.186524,2.218210,6.684401,2.274198
COMBO_044_R14,6.671846,4.607079,4.586636,4.579061,7.996045,3.802378,8.085991,4.716531,7.986557,6.533256,8.023763,8.038896,7.618864,4.749558,7.977421,8.155398,6.823723,7.794216,6.171497,7.946388,7.130860,6.519929,6.285341,7.731413,7.479235,8.666311,7.284633,6.385338,6.799284,7.725573,6.929266,5.960187,7.701260,7.154411,9.766658,5.592924,5.361343,6.527867,6.781367,7.149387,7.270492,7.021606,7.177228,6.484592,7.327906,7.182315,7.191001,6.270246,6.654767,6.280190,7.042277,7.587160,6.647864,7.080749,6.959526,6.556372,8.064586,7.632290,9.529073,7.748389,8.524532,8.507547,9.837898,8.026707,8.376016,10.353335,7.744645,8.333351,8.755598,8.812434,8.401280,8.270802,7.904785,8.104186,7.783486,8.678050,7.410940,7.454565,8.682840,8.708711,7.351883,8.550455,8.286927,8.781711,8.667948,7.903182,7.496397,8.547976,7.160287,8.364790,8.756989,9.371362,9.453145,8.851592,8.225222,7.825219,8.350348,8.539088,8.448194,8.547182,6.383409,9.132162,7.389903,8.098340,8.397311,10.439611,8.777832,7.801643,8.091642,8.196751,8.128735,8.876975,8.080691,8.401234,7.920449,8.350742,9.557448,7.931289,7.198877,8.417510,8.749362,8.578063,8.522164,2.288470,8.595318,4.790434,8.460280,5.818839,0.461898,8.839534,8.217779,1.925848,3.299562,0.000000,4.978527,2.399055,5.005836,8.374275,3.954652,8.451022,2.191700,4.829851,5.165162,1.887228,8.781421,8.221648,8.580214,2.153909,4.857182,2.219773
COMBO_044_R15,8.763835,6.972632,6.731169,5.375726,7.272527,6.353890,9.250996,6.709044,7.432451,8.527862,7.842053,7.614044,7.472535,5.330684,7.604594,7.521621,8.659574,8.940647,8.629407,7.376867,6.855560,8.873566,8.472378,8.971122,8.644311,7.715406,8.879325,8.630079,8.889793,8.945325,9.080881,8.682371,9.370766,9.244133,10.053044,7.430507,6.402573,8.823397,9.028155,9.295903,9.103941,9.211088,9.507423,8.866533,9.260913,9.259910,9.200013,8.799523,8.757304,8.708767,9.392274,9.667645,8.900630,9.200673,8.894585,9.185711,10.172099,9.572709,10.067059,9.854099,6.703910,6.707820,8.734542,6.170268,6.705332,9.149821,6.141040,6.521964,8.696296,8.629224,6.527614,6.552116,6.473650,6.692627,6.620592,6.641626,5.808718,5.671452,8.156212,8.384218,5.641800,7.211186,6.611130,8.372499,6.717977,5.650060,5.872573,6.689944,5.574237,6.690810,8.356758,9.166621,9.225498,8.328079,7.266088,6.992872,7.280408,7.381317,7.583474,7.924137,7.661641,8.655960,7.261429,6.823003,7.144408,7.799570,8.275863,7.077671,7.039271,7.190202,7.397025,7.933281,7.544317,7.793439,6.977269,7.502901,9.170761,6.914754,5.521629,7.481394,8.691123,8.529490,8.291629,6.297154,8.383829,5.783104,8.642517,8.544513,4.683226,8.905615,8.960517,6.122446,6.782130,4.978527,0.000000,6.593263,0.361065,9.224828,6.562343,8.667423,6.253894,5.789179,0.898161,6.066716,8.772414,9.069078,8.361662,6.358397,0.363062,6.273256
COMBO_044_R16,6.728443,4.784656,4.757721,6.117690,8.790686,4.446215,8.170776,5.091037,8.756479,6.735199,8.708329,8.735533,7.760780,6.268159,8.701912,8.894499,7.002120,8.022375,6.116232,8.767116,7.272803,6.424275,6.378392,7.964184,7.719191,9.145392,7.431969,6.420128,6.881279,7.950332,7.013114,6.105885,7.040170,7.385319,10.040056,5.278086,4.908999,6.553837,6.822562,7.271585,7.505020,7.054334,7.089190,6.450965,7.465738,7.415894,7.468639,6.117642,6.948002,6.251918,6.913178,7.828886,6.711023,7.368027,7.170782,6.494221,7.883793,7.678072,9.708371,7.617561,9.158448,9.073667,10.915904,8.741424,8.983195,11.405849,8.368381,8.976835,9.405326,9.475210,9.067882,8.887179,8.608932,8.828365,8.433576,9.371154,8.029469,8.212398,9.798284,9.399244,8.095529,9.034647,8.818976,9.482454,9.329608,8.599715,8.148924,9.199198,7.909749,8.974470,9.890466,9.904332,10.091116,9.969292,9.453326,9.344048,9.817033,9.994653,9.797911,8.897866,6.705973,10.236591,8.043371,9.513130,9.929352,11.949893,9.929060,9.292290,9.568539,9.632173,9.472878,10.138378,9.402473,9.581521,9.412569,9.708336,10.131915,9.399156,8.818212,8.992766,8.749993,8.963760,8.467723,1.879175,9.041901,4.358665,8.854302,4.399181,2.753022,8.812629,8.592073,1.774253,2.338111,2.399055,6.593263,0.000000,6.646683,8.549427,3.760230,8.787384,1.841901,4.409377,6.809347,1.820821,8.754245,8.553354,8.523767,1.084020,6.483104,1.127436
COMBO_044_R17,8.710812,6.897833,6.718873,5.312831,7.340581,6.304792,9.201257,6.691139,7.499902,8.434791,7.913612,7.676465,7.540058,5.276292,7.676067,7.574770,8.580687,8.887014,8.559385,7.438271,6.952626,8.835692,8.404121,8.900618,8.572608,7.831988,8.816014,8.567319,8.824369,8.902122,9.028489,8.674241,9.513051,9.175489,10.203977,7.674368,6.572762,8.762629,8.974983,9.223990,9.037520,9.170589,9.483730,8.812352,9.228363,9.168734,9.103754,8.743363,8.652658,8.644015,9.368062,9.603604,8.837347,9.117922,8.826077,9.137057,10.197204,9.578333,10.216992,9.793276,6.697200,6.697053,8.597145,6.165477,6.688930,9.009501,6.061605,6.534124,8.805433,8.743662,6.528495,6.557166,6.385860,6.590732,6.529273,6.641432,5.765851,5.581189,8.004667,8.517114,5.549563,7.160003,6.614259,8.493820,6.711505,5.669149,5.844660,6.678726,5.486057,6.675861,8.192308,9.134806,9.148372,8.170673,7.119510,6.803327,7.100790,7.200484,7.397783,7.822767,7.569178,8.508684,7.336014,6.646018,6.959481,7.670333,8.115313,6.887159,6.850398,6.999160,7.216760,7.772195,7.364837,7.621400,6.782878,7.314993,9.117778,6.732354,5.320341,7.389620,8.784450,8.587498,8.412033,6.328460,8.451815,5.898646,8.682881,8.674585,4.701054,8.965608,9.015341,6.169861,6.902201,5.005836,0.361065,6.646683,0.000000,9.297194,6.555142,8.706254,6.292085,5.907591,0.554612,6.119044,8.841387,9.123568,8.481748,6.403432,0.492995,6.316777
COMBO_044_R18,5.788359,7.724533,7.639087,8.084533,6.072361,7.625669,5.041181,7.327113,6.028963,6.635226,5.445307,5.972496,8.777137,8.206564,5.655173,6.365617,6.050321,5.139019,6.668975,6.052846,8.745022,5.999090,6.193274,5.542190,5.662020,5.649159,5.548068,6.122533,6.118693,4.851165,7.926219,5.303954,8.964355,7.006379,6.074092,8.803896,8.617053,7.892004,7.844596,8.889020,8.748866,7.607057,7.579517,7.779005,7.333005,8.410974,8.324308,7.877872,8.003853,8.092867,7.282286,8.186147,8.177858,7.415003,8.033080,8.415603,6.416665,6.372291,6.489333,9.322727,10.626665,10.754174,7.795923,10.436677,10.810645,8.481911,11.130942,10.283554,4.637418,4.900708,10.482927,10.390410,11.535819,11.809898,11.569691,10.549256,10.675859,11.170075,7.780059,5.161128,11.120267,11.343898,10.379911,5.287719,10.635613,10.473816,10.603685,10.559591,11.023734,10.822270,10.085854,7.338260,7.650654,10.337653,10.679499,10.215620,10.731962,10.450515,10.408491,10.978322,11.523079,10.297207,7.106240,10.507983,10.827356,12.088636,10.094767,10.190893,10.504199,10.400666,10.596199,11.141157,10.220144,10.777294,10.259816,10.246421,7.520136,10.514082,10.699973,11.092569,4.279766,2.936347,5.339884,8.836340,3.081965,8.678753,2.738680,9.668523,8.394362,4.934300,1.697229,8.691439,8.810551,8.374275,9.224828,8.549427,9.297194,0.000000,7.683318,2.087688,8.847166,8.686849,9.474901,8.667119,5.099525,1.517343,5.135268,8.728085,9.087970,8.651861
COMBO_044_R19,6.273498,5.458761,5.977553,6.409805,8.741304,4.919854,7.570377,5.909761,8.793642,6.328026,8.738912,8.802152,8.608216,6.503075,8.708503,8.914430,6.456139,7.431399,5.929170,8.703730,8.042684,6.197246,6.063602,7.231574,7.504656,9.274936,6.885820,6.089968,6.304962,7.267003,6.817270,5.141809,8.126426,6.519194,10.179812,6.067066,5.614667,6.512192,6.654738,6.655054,7.272495,6.813783,6.867817,6.434845,7.072276,6.551076,6.596061,6.275994,6.150255,6.387258,6.862221,7.027530,6.597701,6.605251,6.907199,6.453611,7.440855,7.239867,10.003033,7.288654,10.009483,10.000378,10.539572,9.536322,9.918445,11.107275,9.221835,9.786066,9.436092,9.576811,9.877626,9.740056,9.263695,9.469033,9.250469,10.150387,8.710131,8.795055,9.600751,9.573662,8.690658,10.111799,9.707670,9.672231,10.134910,9.570691,9.085462,9.982479,8.432578,9.915724,9.684832,10.069746,9.987192,9.756111,9.508463,9.442201,9.940913,9.941588,9.653057,9.769900,7.574384,10.011086,8.564278,9.514409,10.050964,11.800950,9.698047,9.355053,9.648105,9.541370,9.558735,10.131749,9.374249,9.571354,9.438634,9.561671,10.255825,9.545288,9.060140,10.095561,8.440229,8.149717,8.449150,3.626208,8.224353,5.094629,7.996611,5.778186,4.179468,8.544872,7.610784,3.559627,4.028262,3.954652,6.562343,3.760230,6.555142,7.683318,0.000000,8.022301,3.645641,5.184624,6.694956,3.574838,8.548013,7.519141,8.449464,3.809800,6.388323,3.887835
COMBO_044_R20,6.059433,7.592751,7.620431,7.957114,4.713606,7.653617,4.680479,7.376762,4.673002,6.628150,4.167441,4.602652,7.738099,8.055423,4.345568,4.920636,6.095344,4.865847,6.878790,4.713202,7.883488,6.402451,6.377160,5.289741,5.304627,4.554454,5.534643,6.340435,6.321898,4.700492,8.297750,6.061024,8.970544,7.245404,6.847871,9.520461,8.586830,8.198563,8.218497,9.139919,9.005257,8.071531,8.186100,8.137459,7.839522,8.557728,8.423826,8.209325,8.056865,8.365551,7.830061,8.485229,8.477968,7.536403,8.277099,8.844877,7.343309,7.171004,7.323158,9.538951,9.223026,9.404384,6.144198,9.067844,9.450770,6.743298,9.925383,8.942569,3.889981,4.073903,9.095335,9.030341,10.330588,10.591890,10.380706,9.101807,9.514210,10.036565,6.635886,4.349643,9.997389,10.008837,9.018670,4.322916,9.202473,9.260989,9.470483,9.116219,9.887968,9.468453,9.144288,6.245679,6.621304,9.408792,9.686439,9.206810,9.727206,9.424508,9.413184,9.660706,10.964017,9.392960,6.041053,9.586060,9.824417,11.003478,9.162932,9.246035,9.495722,9.372623,9.632760,10.180716,9.285746,9.843032,9.270309,9.213902,6.313231,9.507984,9.658815,9.775652,3.431579,1.775913,4.433709,8.937541,1.872587,8.398489,1.803601,9.949664,8.419248,3.890639,2.457555,8.861248,9.085506,8.451022,8.667423,8.787384,8.706254,2.087688,8.022301,0.000000,8.955661,8.394799,8.822288,8.838310,4.045838,2.525200,4.272963,8.855720,8.544169,8.751140
COMBO_044_R21,6.791787,4.723564,5.111195,6.026639,8.565643,4.425634,8.117365,5.385916,8.529256,6.705740,8.525145,8.547920,7.480963,6.200034,8.489585,8.632800,6.980263,7.930031,6.219886,8.515239,6.864750,6.565297,6.439069,7.845874,7.774972,9.023958,7.407987,6.506339,6.892156,7.867347,6.906346,6.257646,6.973537,7.228744,10.347453,5.562420,4.781493,6.579749,6.724599,7.034104,7.291864,6.995946,7.072229,6.506204,7.406832,7.129929,7.171423,6.227515,6.791820,6.288730,6.938464,7.599915,6.566297,7.197429,7.012563,6.448715,8.067751,7.740739,10.071161,7.612674,8.768842,8.735237,10.755685,8.362824,8.592125,11.175804,7.984946,8.572927,9.411295,9.465709,8.671233,8.486513,8.040973,8.239942,7.892556,8.999522,7.681322,7.852497,9.635675,9.361148,7.736025,8.653378,8.492766,9.450931,8.946427,8.264866,7.797339,8.832145,7.364063,8.570408,9.410654,9.649541,9.821452,9.463623,8.882026,8.876478,9.372424,9.491849,9.283224,8.606146,6.065960,9.731320,7.750361,9.035211,9.500158,11.531216,9.431100,8.834704,9.133417,9.109384,9.016977,9.574964,8.947056,9.108776,8.978163,9.198620,9.892529,8.952390,8.251359,8.747847,8.745000,8.896724,8.431119,0.369301,8.975073,4.123879,8.777676,4.361476,2.536054,8.701601,8.655023,0.503760,2.020657,2.191700,6.253894,1.841901,6.292085,8.847166,3.645641,8.955661,0.000000,4.171328,6.461294,0.700725,8.627077,8.624014,8.513005,1.458291,6.122288,1.647604
COMBO_044_R22,7.838508,6.389795,6.312341,7.962189,7.409627,6.170143,8.292646,6.640919,7.467117,7.818086,7.589180,7.495852,5.271140,8.053578,7.540113,7.435163,7.916366,8.289165,7.503558,7.418422,4.426250,7.749529,7.624634,8.320482,8.190571,7.676519,8.090183,7.673974,7.954470,8.245571,8.533204,7.953692,6.164674,8.944755,10.432442,5.804103,2.466530,8.129016,8.387935,8.651948,8.858314,8.597555,8.727270,8.099696,8.878734,8.898734,8.930319,7.832244,8.451428,7.919811,8.548097,9.375567,8.280198,8.850131,8.546442,8.159352,9.305895,9.091244,10.259593,8.902687,7.220816,7.230742,10.635442,6.890408,7.097856,10.871756,6.304922,7.026467,9.204312,9.149669,7.104253,6.941609,6.484498,6.834093,6.520758,7.419165,5.792258,6.396960,10.416164,8.909170,6.276538,7.327814,6.907064,8.942616,7.372957,6.178157,5.915970,7.262773,5.784156,7.107726,9.947132,9.198860,9.687112,9.886561,9.092091,9.516387,9.887656,10.074620,9.893180,7.272524,6.726605,10.115018,6.581183,9.487014,10.034205,11.555738,9.884898,9.545391,9.639557,9.768850,9.508648,10.001006,9.512274,9.412298,9.572365,9.813412,9.394665,9.459619,8.777494,7.466728,7.397221,8.116581,6.774121,4.206311,8.146847,0.169240,8.248682,4.288761,5.008979,7.396181,8.691685,4.349962,3.863333,4.829851,5.789179,4.409377,5.907591,8.686849,5.184624,8.394799,4.171328,0.000000,6.140357,4.370207,7.247925,8.716371,6.890995,4.106126,5.693955,4.031074
COMBO_044_R23,8.715794,6.856483,6.750679,5.329975,7.490580,6.321438,9.196075,6.729147,7.649169,8.383442,8.067056,7.816659,7.656463,5.303439,7.832307,7.695780,8.546705,8.881746,8.539667,7.585299,7.103787,8.858102,8.385835,8.874886,8.511233,8.017368,8.798826,8.561096,8.818590,8.915642,9.021357,8.777153,9.731211,9.152205,10.444166,8.098958,6.862466,8.743923,8.968010,9.186652,9.005650,9.181679,9.519340,8.803326,9.251131,9.112618,9.039840,8.725893,8.576187,8.616043,9.396143,9.585276,8.815418,9.078475,8.795339,9.139984,10.305896,9.656777,10.448799,9.749190,6.614446,6.600488,8.408398,6.103691,6.589779,8.807907,5.901239,6.484361,9.007830,8.949409,6.461512,6.497703,6.241195,6.423013,6.372179,6.567989,5.665884,5.402281,7.802673,8.746860,5.368909,7.007460,6.549493,8.702869,6.627864,5.629076,5.738735,6.599121,5.350020,6.579114,7.991855,9.087371,9.042074,7.980438,6.938588,6.563382,6.860780,6.967465,7.163994,7.633270,7.465007,8.330293,7.487316,6.414057,6.707556,7.453889,7.921783,6.647442,6.603407,6.759989,6.986794,7.565749,7.143615,7.408052,6.533425,7.081382,9.033255,6.494591,5.064459,7.196308,8.950098,8.739656,8.604747,6.485279,8.620369,6.128970,8.815764,8.919142,4.847765,9.082389,9.186520,6.357484,7.179613,5.165162,0.898161,6.809347,0.554612,9.474901,6.694956,8.822288,6.461294,6.140357,0.000000,6.316187,8.968161,9.294762,8.675864,6.554796,0.979335,6.458713
COMBO_044_R24,6.902925,4.820248,5.066036,5.754184,8.480733,4.389995,8.237633,5.279471,8.445645,6.871411,8.448122,8.477176,7.670365,5.926467,8.405940,8.591577,7.118043,8.028997,6.386985,8.428380,7.059363,6.679790,6.560626,7.967342,7.888715,8.898239,7.530344,6.625535,7.032398,7.939735,7.121629,6.200532,7.237845,7.386767,10.109717,5.335884,4.960861,6.803557,6.941899,7.325932,7.540056,7.184506,7.244901,6.717342,7.554911,7.390622,7.423107,6.464499,7.033756,6.533103,7.110049,7.810520,6.811662,7.387538,7.238042,6.698258,8.126807,7.800750,9.870065,7.960067,8.936326,8.918937,10.759902,8.488809,8.782468,11.230133,8.248299,8.723454,9.198458,9.254349,8.817128,8.650615,8.355758,8.564958,8.218101,9.133527,7.944009,8.124867,9.544574,9.146258,8.010311,8.913961,8.663167,9.244991,9.100129,8.414665,8.028951,8.981176,7.654701,8.765979,9.607825,9.806914,9.984188,9.673097,9.068175,8.971792,9.488425,9.604458,9.435810,8.898038,6.556552,9.948771,7.759311,9.148045,9.596419,11.564045,9.631070,8.944508,9.240520,9.231222,9.173156,9.770737,9.101482,9.316202,9.076107,9.338654,10.050972,9.059712,8.286932,8.955702,8.733200,8.812667,8.413749,0.962831,8.856916,4.319092,8.693744,4.649856,2.254731,8.775957,8.473539,0.322450,1.867059,1.887228,6.066716,1.820821,6.119044,8.667119,3.574838,8.838310,0.700725,4.370207,6.316187,0.000000,8.697752,8.448209,8.489250,1.532452,5.942816,1.697330
COMBO_044_R25,6.770429,7.890161,8.128366,9.316735,4.752979,8.417176,4.826719,8.235114,4.684084,7.129673,4.265127,4.534441,5.741321,9.451164,4.407692,4.603310,6.680160,5.164549,7.358369,4.824263,5.723283,7.016078,7.025485,5.625787,5.856727,3.445057,6.062049,6.984018,6.904041,5.143208,8.232537,7.664599,7.170068,7.630266,7.923934,9.282683,7.362000,8.238268,8.162312,9.087661,8.762023,8.081498,8.185434,8.181462,7.921356,8.611660,8.478979,8.192847,8.412303,8.328234,7.833790,8.615730,8.337500,7.885451,8.211093,8.776891,7.719321,7.505553,8.237886,9.423621,7.414519,7.532237,7.399469,7.536384,7.657168,7.481643,8.663816,7.096227,5.382353,5.392183,7.335436,7.189096,8.910133,9.181502,8.979468,7.390014,8.222306,8.943300,7.762938,5.337894,8.912159,8.107798,7.170029,5.320804,7.420335,7.605831,8.059931,7.426158,8.693299,7.628112,9.086989,4.730072,5.649979,9.196974,9.196291,9.417399,9.779679,9.586991,9.493476,8.620656,9.766727,9.150612,5.069948,9.514512,9.974710,10.775503,9.055509,9.467363,9.630666,9.532700,9.576875,9.832871,9.326750,9.567795,9.505623,9.354829,4.957808,9.561781,9.690643,8.854834,2.052782,3.233812,2.571608,8.590923,3.501007,7.290719,3.468269,8.460060,8.798793,0.433245,5.001777,8.692115,8.680475,8.781421,8.772414,8.754245,8.841387,5.099525,8.548013,4.045838,8.627077,7.247925,8.968161,8.697752,0.000000,5.133905,2.405590,8.680009,8.639354,8.610571
COMBO_044_R26,5.328920,7.367177,7.351986,7.678899,6.110579,7.239927,4.648491,6.986527,6.046213,6.186052,5.506042,6.005125,8.868028,7.862713,5.655446,6.382069,5.576888,4.630068,6.263182,6.084913,8.838504,5.579357,5.748076,5.079247,5.348394,5.669868,5.045492,5.675732,5.677500,4.331945,7.525804,5.092512,8.957881,6.609149,5.953497,8.946130,8.629520,7.522167,7.439332,8.413345,8.344526,7.212159,7.176259,7.408789,6.938306,7.998428,7.914703,7.536594,7.607428,7.727994,6.884540,7.790641,7.772174,6.961845,7.633411,8.059094,6.128209,5.984588,6.395069,9.054845,10.615527,10.727219,7.596088,10.434967,10.793584,8.281072,10.939104,10.231330,4.712465,4.981611,10.474711,10.372604,11.349384,11.607120,11.374612,10.561237,10.681197,11.133645,7.363848,5.277300,11.079746,11.276455,10.388729,5.425405,10.633072,10.421810,10.526666,10.560899,10.841540,10.795621,9.793295,7.139074,7.389196,10.053461,10.440293,9.916933,10.447850,10.133650,10.085996,10.858446,11.291839,10.020553,7.196914,10.218691,10.534565,11.858276,9.805321,9.866224,10.215946,10.073269,10.313030,10.840596,9.914148,10.502708,9.952778,9.925878,7.322747,10.246963,10.403118,10.971942,4.362627,2.814083,5.523902,8.614935,3.040884,8.704398,2.356913,9.649462,8.225448,4.969796,0.860595,8.463827,8.722651,8.221648,9.069078,8.553354,9.123568,1.517343,7.519141,2.525200,8.624014,8.716371,9.294762,8.448209,5.133905,0.000000,5.317830,8.723505,8.931297,8.660682
